Temperature,N_2,N_4,N_8,N_16
5.0,0.36343509282274183,0.24551300415688207,0.21576999478410008,0.20831769185834573
3.333333333333333,0.6424849792920914,0.24966560993212505,0.14961235181638735,0.12448148356667718
2.5,1.3124013495723907,0.3980552565923708,0.1619796311396361,0.10247875286716973
2.0,2.4226561256035923,0.6777680118310961,0.21939430060610166,0.10335360727459188
1.6666666666666665,4.038421979249447,1.1067031010661559,0.32030798630082064,0.12015203638798565
1.4285714285714284,6.212312608807109,1.7069882245182584,0.4687556756710421,0.15159364212958598
1.25,8.979573102298234,2.500782419080735,0.6703725822055342,0.19810558542400608
1.111111111111111,12.357229010726908,3.509033153968702,0.931336721545144,0.26078176684286464
1.0,16.344814016004563,4.750942881812575,1.2579901146520864,0.3410199999187608
0.9090909090909091,20.92602320878281,6.243680428143824,1.65667205069973,0.4403706208644362
0.8333333333333333,26.07094811217459,8.002205414679157,2.133631639946847,0.560463894349448
0.769230769230769,31.738631534792646,10.039162965169304,2.6949765613157104,0.7029719294661211
0.7142857142857141,37.87973116926759,12.364826710706339,3.346636902252637,0.8695864684848968
0.6666666666666665,44.43911728807181,14.98708411010034,4.094339825856789,1.0620046450652876
0.625,51.358275905094224,17.91145870943668,4.943589961691506,1.2819213214379568
0.588235294117647,58.577431912228235,21.14116120128143,5.899653133044381,1.531021816956656
0.5555555555555555,66.0373396076376,24.677170497874574,6.967542308686334,1.810979331409949
0.5263157894736841,73.68072831134278,28.518336880166327,8.152008971793629,2.1234507822113495
0.5,81.45340592126112,32.66150594027352,9.457530863848548,2.4700756335156124
0.4761904761904763,89.30505163007061,37.10165687250827,10.888307126319702,2.852474328154087
0.45454545454545453,97.18972749206627,41.83205540068055,12.448250720186829,3.272246155109375
0.4347826086956522,105.06615684381852,46.844416592433895,14.140981763082065,3.7309674730193088
0.41666666666666663,112.89781122127347,52.12906536513936,15.969826614406845,4.230194119872448
0.4,120.65284551643771,57.675112719318655,17.937815148170905,4.771457132053907
0.3846153846153846,128.303915988033,63.470621430509155,20.047673595096764,5.356259134437024
0.37037037037037035,135.827928101697,69.50277038319311,22.30183118660545,5.9860827662685825
0.35714285714285715,143.20572122338842,75.75802185689456,24.702416291834165,6.662381002452814
0.3448275862068965,150.42172927429982,82.2222714485875,27.251256007515966,7.386575443892556
0.3333333333333333,157.46362707399632,88.88099870088735,29.949884158103938,8.160067480157124
0.3225806451612903,164.32197841539593,95.71940326068861,32.79953890482884,8.984224101863324
0.3125,170.98989465164888,102.72253266271346,35.801169991073586,9.860377318930619
0.30303030303030304,177.4627130082608,109.87540533483957,38.95543994811349,10.789844680434468
0.2941176470588235,183.7376910627121,117.16310777444495,42.26273552854247,11.77389033500596
0.2857142857142857,189.8137369128715,124.57089790381964,45.72316725394008,12.813767449372843
0.2777777777777778,195.69114716582786,132.08428569627623,49.33657978067644,13.910678232789834
0.27027027027027023,201.37139710778519,139.68911083530904,53.10256537672238,15.065810650862268
0.2631578947368421,206.85693057617647,147.37160183727698,57.02044846469802,16.280298839454392
0.2564102564102564,212.15097783456395,155.1184296413406,61.08933673008481,17.555264654324056
0.25,217.25741546575432,162.916756305535,65.3080823685194,18.891767573844707
0.24390243902439027,222.18062784205392,170.75427463858543,69.67532357526213,20.29086309044348
0.23809523809523814,226.92537508721017,178.61921057546073,74.18948023197213,21.75354864424455
0.23255813953488372,231.49671685978575,186.50038582162435,78.8487841751158,23.280789596965878
0.2272727272727273,235.89991686942264,194.38719066675077,83.65122533377071,24.873530379261048
0.2222222222222222,240.14036276133402,202.26961317652064,88.59469541467202,26.532643878405775
0.2173913043478261,244.22352739168204,210.13823968090168,93.676804263525,28.25901065945281
0.21276595744680854,248.15488722833408,217.98425061426187,98.89509008061445,30.053430630311983
0.20833333333333334,251.9399176369858,225.7994016656675,104.24689507042267,31.91670100167107
0.2040816326530612,255.58402915451262,233.57604773826543,109.72941586548451,33.84955526768998
0.2,259.0925408880439,241.30707997662918,115.33974499045331,35.85270392804536
0.19607843137254904,262.47069427092464,248.98595267558665,121.07482260974021,37.92681198229185
0.19230769230769235,265.7235891028531,256.60666345912654,126.93150662731696,40.07250586027272
0.18867924528301888,268.8561851241047,264.16368072373166,132.90652465810183,42.290374552935795
0.18518518518518517,271.8733147082923,271.6520302343165,138.99654569003732,44.58098307160726
0.18181818181818182,274.7796518125915,279.06713171906165,145.19813493327572,46.944831388138105
0.17857142857142858,277.5797183629002,286.40491621140103,151.50779360343955,49.38240900123524
0.1754385964912281,280.2778544782899,293.6617057266457,157.9219778812819,51.89413128123114
0.1724137931034483,282.8782792571533,300.8342495197248,164.43704557605636,54.48043078244028
0.1694915254237288,285.3850148892313,307.9196509179323,171.04937460683064,57.14165849083018
0.16666666666666666,287.80194600639595,314.9154062307064,177.7552595906804,59.87813078109103
0.1639344262295082,290.1328062188022,321.8193356953864,184.55098089064197,62.69015025418395
0.16129032258064518,292.38115366660554,328.6295544642671,191.43281862333953,65.57797530539582
0.15873015873015872,294.5504233886279,335.34452492300653,198.39701821848595,68.5418295392524
0.15625,296.6438933362993,341.96294434998333,205.43980811645403,71.58185994378053
0.15384615384615385,298.6646812693599,348.4837877179172,212.5574944994616,74.69825915106907
0.15151515151515152,300.61583553062263,354.90625567293375,219.7462799253365,77.8911099717085
0.1492537313432836,302.5001599623724,361.22979784517685,227.00248954311692,81.16051611409252
0.14705882352941177,304.3204777895874,367.4540350360941,234.32239239396355,84.50648973071887
0.14492753623188406,306.0793402362395,373.5787797742151,241.70230981361814,87.9290624589104
0.14285714285714285,307.77931739999826,379.6040916544429,249.13864638758983,91.42821052587391
0.14084507042253522,309.4227483731617,385.5300479876764,256.6277357279317,95.0038719937561
0.1388888888888889,311.011955656379,391.35701531348013,264.1660438481063,98.65594852930417
0.136986301369863,312.5491266949523,397.08540408016654,271.75007148029334,102.38434993608195
0.13513513513513511,314.0363442470556,402.71577364420966,279.3762927702524,106.18890798711432
0.13333333333333333,315.4755805695706,408.24879371279314,287.0413448225775,110.06939918403116
0.13157894736842105,316.868767642254,413.68526167274223,294.7418395490723,114.02568414929176
0.12987012987012989,318.2177057256599,419.02598348538237,302.4744603997838,118.05748635424969
0.12820512820512822,319.5241697045177,424.27190734681676,310.23600189276726,122.16452011623676
0.12658227848101264,320.7897707682262,429.42405781490504,318.02326467987245,126.34650058896253
0.125,322.0161171547865,434.48349515780575,325.833101176141,130.6031188213073
0.12345679012345677,323.2047329671421,439.45132465295086,333.66256166550806,134.93392610904098
0.12195121951219513,324.3570640857968,444.3287695615818,341.50856799040884,139.33871863831035
0.12048192771084336,325.4744722783254,449.1169748149028,349.3682629177523,143.81688315459905
0.11904761904761901,326.55833095909276,453.81725358211855,357.2387935538418,148.36813542201054
0.11764705882352941,327.6098156582527,458.43078966259986,365.117444013571,152.99193859714978
0.11627906976744184,328.63025565927774,462.95903660661986,373.0014723165395,157.68788465426195
0.1149425287356322,329.62071843298895,467.40318110359124,380.88825724681953,162.4553322418603
0.11363636363636363,330.5823370984541,471.7646521854032,388.7753606305226,167.2938500903355
0.11235955056179772,331.51617860067563,476.04476867859916,396.6601409247398,172.20293542733563
0.1111111111111111,332.4232520027193,480.24487258139067,404.5404053866316,177.1819304034942
0.10989010989010987,333.30451268611165,484.3663856942835,412.41367106941317,182.2301964668992
0.10869565217391305,334.1609310370018,488.410661714417,420.27778229014706,187.3472177368628
0.1075268817204301,334.99333474953664,492.37903519318866,428.13061365637344,192.53232390973233
0.10638297872340423,335.8026431427989,496.2728950877488,435.96991232683007,197.7848413690975
0.10526315789473684,336.5896138023811,500.0936860235149,443.79379697747265,203.10414274279526
0.10416666666666666,337.3550592708237,503.8426079323287,451.60027549974376,208.4894797926458
0.10309278350515463,338.0997459410312,507.5210990282762,459.387487649014,213.94019375846045
0.1020408163265306,338.82433015104436,511.1305715132939,467.1536012554619,219.45548248683983
0.101010101010101,339.52958962225534,514.6721899335656,474.89679570383385,225.03478387402407
0.1,340.2160849495163,518.1473545132806,482.6156357195013,230.67712115738624
0.099009900990099,340.8845642210611,521.5574142876134,490.3082385535769,236.38180707104354
0.0980392156862745,341.53552385571953,524.9035305457405,497.97327201162614,242.14821172658293
0.0970873786407767,342.16963479974373,528.1870868053173,505.6091528043543,247.97523674513548
0.09615384615384613,342.7873641696178,531.4092772846477,513.2145595112031,253.86244293067213
0.09523809523809523,343.38941000924217,534.571296371246,520.7880862547997,259.8085976224049
0.09433962264150943,343.9760853499108,537.6744421916632,528.3283701069921,265.8132484119223
0.09345794392523364,344.54804163024585,540.7199025616701,535.8344826852368,271.87530568141483
0.09259259259259259,345.10569349608767,543.708721245551,543.3049176279196,277.9940325782429
0.09174311926605502,345.6494985922643,546.6422904819879,550.738696267242,284.1684967961953
0.09090909090909091,346.1799933337798,549.5215117049042,558.1348911367699,290.3979094593917
0.09009009009009007,346.69736178281215,552.3476603152319,565.4923307305002,296.6813333465745
0.08928571428571427,347.2023420699131,555.1217968241292,572.8101624343171,303.0178815737557
0.08849557522123894,347.6949999831872,557.8449885591757,580.087508447835,309.4066620576749
0.08771929824561402,348.17598854762537,560.5182310621564,587.3234286423474,315.8469028510724
0.08695652173913043,348.64549926377947,563.1426925734072,594.5172703894021,322.3373952302134
0.08620689655172413,349.1039177127319,565.7192966834516,601.668243985779,328.87756496415676
0.08547008547008546,349.5516456570443,568.2491450755086,608.7754775822149,335.4663012226828
0.0847457627118644,349.98892741016255,570.7329998513064,615.8387057928718,342.10271516901327
0.08403361344537813,350.41611365012244,573.1720848797918,622.8568942982447,348.78595115356376
0.08333333333333333,350.83353525654076,575.5671613317824,629.8298462173998,355.5149730806587
0.08264462809917354,351.24139828246496,577.9192383489574,636.7566646467654,362.28890604362704
0.08196721311475409,351.64006894204516,580.229178159496,643.6373280968477,369.10686052356897
0.08130081300813008,352.02970650006847,582.497916997726,650.4708847692077,375.967821447328
0.08064516129032256,352.41080667503104,584.7261858830541,657.2573121538109,382.87093955647316
0.08,352.7833081696293,586.9150048101822,663.9960531986095,389.81515831132265
0.07936507936507936,353.1476988247462,589.0651270064485,670.6868239464699,396.79968533407197
0.07874015748031496,353.50406886308883,591.1771947873999,677.3293215728413,403.8234954601062
0.078125,353.8527130144132,593.2524617778229,683.9232437209155,410.88555439796596
0.07751937984496123,354.19386983663156,595.2910943015469,690.4683672488854,417.98515438493996
0.07692307692307693,354.5276378247144,597.2943640104929,696.9645492411466,425.12128009157897
0.07633587786259541,354.8543990153423,599.2626815917105,703.4113366474229,432.29283902142186
0.07575757575757575,355.17415613768236,601.1971080675072,709.808997212294,439.49905369878604
0.07518796992481203,355.48719471655016,603.0978272424697,716.1571984428911,446.7390756134068
0.07462686567164178,355.793820326795,604.9660777921232,722.4556076495346,454.0116907184814
0.07407407407407407,356.0939291897911,606.8022690138909,728.7045211053194,461.3163175772489
0.07352941176470587,356.3878760997116,608.6071602790366,734.9037049567892,468.6517157526878
0.072992700729927,356.6759069661933,610.3811459367195,741.0530644211693,476.0172299792108
0.07246376811594203,356.9579868912654,612.125277443083,747.1527038736691,483.41170102005697
0.07194244604316545,357.2343664131198,613.8398186784843,753.2027360678062,490.8345834355969
0.07142857142857142,357.5052126551884,615.5256701735458,759.2029208414731,498.28449642202435
0.07092198581560283,357.7706193371183,617.183056594972,765.153471943403,505.76114803136505
0.0704225352112676,358.0308305918811,618.8128499416894,771.054364514213,513.2627316790532
0.06993006993006992,358.2857524899904,620.4157043870067,776.9059326909362,520.7895740752747
0.06944444444444443,358.5358685338771,621.9916860385512,782.7078811914149,528.3395173961237
0.06896551724137931,358.78098145004014,623.5418359455042,788.4607006824631,535.9127204603668
0.0684931506849315,359.02136459308576,625.0665051201737,794.1642400117493,543.5077906160474
0.06802721088435373,359.2571363225214,626.5661842170482,799.8189341136377,551.123879373493
0.06756756756756756,359.48841208374927,628.0413802804038,805.4245248091502,558.7602870120204
0.06711409395973153,359.7152531663274,629.4925235637826,810.9817822972442,566.4160776560515
