T,N_2,N_4,N_8,N_16
0.08928571428571427,35.26349946843159,24.718045612473162,9.501801243247254,2.7545751888190093
0.08849557522123894,35.57972784338511,25.161332948037632,9.727834270508174,2.824452860384009
0.08771929824561402,35.89225221750526,25.605936226588693,9.956769786481154,2.8954744764082263
0.08695652173913043,36.201094937773114,26.05177120553649,10.188600643838543,2.9676463523793086
0.08620689655172413,36.50627973202246,26.498753890221263,10.42331916575241,3.040974077847582
0.08547008547008546,36.8078314195542,26.946801849106375,10.660916911269494,3.115463394695555
0.0847457627118644,37.10577618355953,27.395833469809507,10.90138567608896,3.1911200554378576
0.08403361344537813,37.40014107180637,27.84576845958555,11.144715646764446,3.267949751705842
0.08333333333333333,37.690954471413846,28.296527376928594,11.390897877408902,3.345958035930392
0.08264462809917354,37.97824511365109,28.74803239618431,11.639921893909857,3.4251505272600964
0.08196721311475409,38.262043094030126,29.200206325555968,11.891777475778063,3.5055328146979794
0.08130081300813008,38.54237898013642,29.65297366315418,12.14645374744454,3.5871105020964302
0.08064516129032256,38.81928412563085,30.106259786202816,12.403939331314122,3.6698891212464493
0.08,39.092790294547704,30.55999153641538,12.664222902576745,3.753874569374237
0.07936507936507936,39.362930134521434,31.01409695403965,12.927292207546559,3.8390722454657924
0.07874015748031496,39.629736450157566,31.468505115599413,13.193135290832055,3.925488074485267
0.078125,39.89324275482709,31.92314665214357,13.461739334431838,4.01312785712631
0.07751937984496123,40.1534826774183,32.37795355517907,13.733091444267663,4.101997347605572
0.07692307692307693,40.410490338178015,32.83285853979307,14.007178539724137,4.192102433946502
0.07633587786259541,40.66430020864324,33.287796416228865,14.283987028911476,4.28344925494816
0.07575757575757575,40.91494671580669,33.742702555191435,14.563503096264284,4.376043878762783
0.07518796992481203,41.162464714814774,34.1975141970987,14.84571278980952,4.469892192447714
0.07462686567164178,41.40688920102925,34.65216952785525,15.130601769920919,4.565000595010998
0.07407407407407407,41.64825510025013,35.10660824504654,15.4181554579427,4.661375172812989
0.07352941176470587,41.88659762185554,35.56077107790841,15.708358912257806,4.7590222931091155
0.072992700729927,42.12195181523403,36.01460047255068,16.00119733125691,4.85794833928525
0.07246376811594203,42.354352971853,36.468039888386244,16.29665507207731,4.95815933808569
0.07194244604316545,42.58383629129609,36.921034184034085,16.594716738232073,5.059662124750201
0.07142857142857142,42.81043661939808,37.373529234070105,16.895366534065822,5.162462682308754
0.07092198581560283,43.03418924706603,37.82547279729449,17.198588247084494,5.266567705562432
0.0704225352112676,43.25512895586027,38.276813295650655,17.50436575275444,5.371983274158902
0.06993006993006992,43.47329073563818,38.72750059644619,17.81268234809828,5.478715992737122
0.06944444444444443,43.68870905898499,39.1774860917595,18.123521209546084,5.586771972640555
0.06896551724137931,43.9014185362838,39.6267221117406,18.43686548604031,5.696157545313861
0.0684931506849315,44.11145355381538,40.075162463906246,18.75269747629815,5.806878887338087
0.06802721088435373,44.31884824731852,40.52276161937525,19.071000214413687,5.918942288373504
0.06756756756756756,44.523636483548984,40.96947603873927,19.391755264671907,6.032353570377823
0.06711409395973153,44.72585205694174,41.41526304261721,19.714945083328576,6.147118764142825
