tau_mid,Energy_T_N2,Energy_H_N2,Energy_T_N0,Energy_H_N0
10.774999999999986,2885.528231505045,2991.4720232141067,2988.876886942747,2988.876886942747
10.824999999999987,2884.564039267656,2991.452859705936,2988.8195996228264,2988.8195996228264
10.874999999999988,2883.5973167131665,2991.4349255909287,2988.7631034821416,2988.7631034821416
10.924999999999986,2882.628059918241,2991.4182097006296,2988.7073840117873,2988.7073840117873
10.974999999999985,2881.6562651827853,2991.4027010692716,2988.6524271015905,2988.6524271015905
11.024999999999986,2880.68192910796,2991.3883890150582,2988.5982189190713,2988.5982189190713
11.074999999999987,2879.7050487056267,2991.3752632542805,2988.5447459339234,2988.5447459339234
11.124999999999986,2878.725621224904,2991.363313721793,2988.491994934345,2988.491994934345
11.174999999999985,2877.743644402475,2991.3525308314715,2988.439953077126,2988.439953077126
11.224999999999985,2876.759116006251,2991.3429050026916,2988.388607586165,2988.388607586165
11.274999999999986,2875.7720344221193,2991.334427270418,2988.337946284519,2988.337946284519
11.324999999999985,2874.782398050922,2991.3270886590494,2988.287956997217,2988.287956997217
11.374999999999984,2873.7902057706406,2991.320880663291,2988.2386279436137,2988.2386279436137
11.424999999999985,2872.7954565347704,2991.31579483098,2988.1899475721066,2988.1899475721066
11.474999999999985,2871.798149885726,2991.311823297697,2988.1419045345497,2988.1419045345497
11.524999999999984,2870.79828525403,2991.3089580579363,2988.094487877206,2988.094487877206
11.574999999999983,2869.795862591623,2991.307191624699,2988.0476866659133,2988.0476866659133
11.624999999999984,2868.790882017972,2991.306516661586,2988.001490405207,2988.001490405207
11.674999999999985,2867.783343864315,2991.306926029242,2987.9558886518475,2987.9558886518475
11.724999999999984,2866.773248715582,2991.308412829445,2987.9108713477926,2987.9108713477926
11.774999999999983,2865.760597431358,2991.3109704274534,2987.8664285501354,2987.8664285501354
11.824999999999983,2864.7453911202765,2991.3145924257874,2987.822550480029,2987.822550480029
11.874999999999984,2863.7276308769356,2991.3192723900315,2987.7792277206095,2987.7792277206095
11.924999999999983,2862.7073183406924,2991.3250044324345,2987.736450851481,2987.736450851481
11.974999999999982,2861.684455234669,2991.3317827313017,2987.694210863172,2987.694210863172
