Temperature,N_2,N_4,N_8,N_16,N_0
0.16129032258064518,-26.01988546276449,-2.6557922304096415,-0.17886344780634755,0.0033741302431910115,0.016076251047588794
0.15873015873015872,-27.67994544888146,-2.860137529377177,-0.19489155529729565,0.0021606195749592806,0.015914229586818894
0.15625,-29.406740727875086,-3.07595117286919,-0.21190563032388576,0.0008743334078788713,0.015753166728019633
0.15384615384615385,-31.20108701202107,-3.3036254579317146,-0.22996303654959857,-0.00046071062817645885,0.015604488673459913
0.15151515151515152,-33.06374916522324,-3.543585174334343,-0.24908915663380263,-0.0018673390857316615,0.015463256580247596
0.1492537313432836,-34.99547312399294,-3.7961926143651086,-0.2693580426277142,-0.003353894551095418,0.015321684799693092
0.14705882352941177,-36.996939363078816,-4.06188640763286,-0.2907878908118895,-0.004909241093248145,0.015194866159549033
0.14492753623188406,-39.06881098086971,-4.341070744250964,-0.3134530614708196,-0.006547647721430369,0.015064011033529454
0.14285714285714285,-41.211690483916634,-4.634137983207782,-0.3373913763622416,-0.008266219852899697,0.014944917839893657
0.14084507042253522,-43.426168773826134,-4.941518669227629,-0.36265395731494365,-0.010077191240222928,0.014830336450900702
0.1388888888888889,-45.71277759918616,-5.263616222943187,-0.38930683318029874,-0.01198095769118511,0.014712020548246718
0.136986301369863,-48.072013119868835,-5.600846230969982,-0.4173745541463208,-0.013981814952045146,0.014607342133522667
0.13513513513513511,-50.50437341104192,-5.953620198278228,-0.44694860310920975,-0.016085282618247352,0.014495042143042588
0.13333333333333333,-53.010254901855845,-6.322361828331873,-0.4780602778610062,-0.018284048079658596,0.01439388918624905
0.13157894736842105,-55.590096148627566,-6.707469359740852,-0.5107726165323722,-0.020617788533782662,0.014294591538896836
0.12987012987012989,-58.24425434998734,-7.109381129541177,-0.5451386057062516,-0.02304513060685002,0.01418904934086247
0.12820512820512822,-60.97306529273179,-7.528487706516322,-0.5812387712127061,-0.025606603646501986,0.01409634878571616
0.12658227848101264,-63.77686990321593,-7.965225357318406,-0.619103605685987,-0.02828137756473545,0.0139927600901026
0.125,-66.6559011796672,-8.419987897332712,-0.6588159454390371,-0.03110795963183029,0.013899882081895992
0.12345679012345677,-69.61047861538411,-8.893195151588134,-0.7004269027313391,-0.03405122232343491,0.013807188653145041
0.12195121951219513,-72.64077791114866,-9.385264244425619,-0.744002626887956,-0.03714395975080797,0.013706190279224003
0.12048192771084336,-75.74705079976655,-9.896593959712677,-0.7896153315725485,-0.04038205599752431,0.013616658592772828
0.11904761904761901,-78.92945295767917,-10.427591628612031,-0.8373121977031266,-0.04377443501170743,0.013514303141087348
0.11764705882352941,-82.18815926365889,-10.978680366874144,-0.8871905332946075,-0.04732326427477545,0.01342245461118005
0.11627906976744184,-85.52328512945337,-11.55022332634302,-0.9392767171913212,-0.051039447593749704,0.013329770272227521
0.1149425287356322,-88.93498027227528,-12.142673352898118,-0.993678433891492,-0.054926408879893314,0.013225774599567567
0.11363636363636363,-92.4233273425398,-12.756394339120245,-1.05043531039311,-0.05897650224625982,0.013133484971560352
0.11235955056179772,-95.98838320469105,-13.391766991583975,-1.1096489364150404,-0.06322553662637041,0.01302680758810491
0.1111111111111111,-99.63026418678405,-14.049237921173384,-1.1713533766451916,-0.06765294668317098,0.012930058869591494
0.10989010989010987,-103.34895286398398,-14.729134590183453,-1.2356514618635426,-0.07227230080004401,0.012831797890240611
0.10869565217391305,-107.14452102644152,-15.431893705406232,-1.302609657476027,-0.077091445081346,0.012721052568573548
0.1075268817204301,-111.01695779774366,-16.157852216657115,-1.3722851356281858,-0.08212495158940031,0.012620272580305287
0.10638297872340423,-114.96629239598336,-16.907420191951083,-1.4447876931339234,-0.087372973908794,0.012505545438719033
0.10526315789473684,-118.99244610684616,-17.680959438896103,-1.5201518832796483,-0.09282820525528257,0.012400083792614213
0.10416666666666666,-123.09547448703337,-18.478847515000176,-1.5984911956322256,-0.09853083350300826,0.012292505223155068
0.10309278350515463,-127.27526658547903,-19.301437007766125,-1.6798622787777444,-0.10444226759056646,0.01217161002139311
0.1020408163265306,-131.53180157156163,-20.149086465892932,-1.7643538693624592,-0.11062261139936554,0.012060224326117941
0.101010101010101,-135.86504149585562,-21.022193280305782,-1.852049632504765,-0.11701621667505756,0.011933296321619465
