T,N_2,N_4,N_8,N_16
0.2040816326530612,-10.062743537664971,-0.869187755060944,-0.04210068588625153,0.01532215747204194
0.2,-10.948997084658226,-0.9587518199812656,-0.048858421745535625,0.014572079814388468
0.19607843137254904,-11.887485299824847,-1.0550164072050154,-0.05611939847137334,0.013805230543596019
0.19230769230769235,-12.879575682734757,-1.1583154344415227,-0.06391653343067469,0.013020653585791516
0.18867924528301888,-13.926593793315464,-1.2689862453064549,-0.07227738569643606,0.012211058188709472
0.18518518518518517,-15.029826191637595,-1.3873780532281657,-0.08124154312615008,0.011375898938504918
0.18181818181818182,-16.190519614135557,-1.513839962227479,-0.0908371419459439,0.010513169605197655
0.17857142857142858,-17.409872984187068,-1.6487307529329562,-0.10110261139191722,0.00961606117229912
0.1754385964912281,-18.689053424707815,-1.7924154555846925,-0.11207538518553246,0.008684292491180775
0.1724137931034483,-20.029173337087848,-1.9452596396977055,-0.12378838159762133,0.0077148188902344825
0.1694915254237288,-21.43130543270839,-2.1076383247148813,-0.13628546053939836,0.006702305642544489
0.16666666666666666,-22.896488353125132,-2.2799312179028135,-0.14960330171068253,0.005641498223645632
0.1639344262295082,-24.425694998887373,-2.462520055777004,-0.16378025577210295,0.00453559703891982
0.16129032258064518,-26.019885477605843,-2.6557922304096415,-0.17886344780634755,0.0033741302431910115
0.15873015873015872,-27.67994544888146,-2.860137529377177,-0.19489155529729565,0.0021606195749592806
0.15625,-29.406740727875086,-3.0759511596703373,-0.21190563032388576,0.0008743334078788713
0.15384615384615385,-31.20108701202107,-3.3036254306067248,-0.22996303654959857,-0.0004607232860580568
0.15151515151515152,-33.06374916522324,-3.5435852306458333,-0.24908915663380263,-0.0018673129824944834
0.1492537313432836,-34.99547310585128,-3.796192643538605,-0.269358056303852,-0.003353894551095418
0.14705882352941177,-36.996939381766055,-4.0618863475688505,-0.2907878626262686,-0.00490926881054418
0.14492753623188406,-39.06881098086971,-4.341070759739574,-0.3134530905109238,-0.006547633449406677
0.14285714285714285,-41.211690483916634,-4.6341379671871135,-0.33739134645718266,-0.008266219852899697
0.14084507042253522,-43.426168773826134,-4.941518718754804,-0.3626539727021411,-0.010077176122976268
0.1388888888888889,-45.71277759918616,-5.2636161889602695,-0.38930683318029874,-0.011980988786369495
0.136986301369863,-48.072013097284,-5.600846195853527,-0.4173745541463208,-0.013981798968025299
0.13513513513513511,-50.50437345764565,-5.953620252452155,-0.4469485863464022,-0.016085266186934812
0.13333333333333333,-53.01025487782336,-6.322361828380986,-0.4780603123119379,-0.01828408183973813
0.13157894736842105,-55.590096148627566,-6.707469340610648,-0.5107725811330899,-0.020617788537144736
0.12987012987012989,-58.24425437595021,-7.109381149285103,-0.5451386420673807,-0.023045095008421213
0.12820512820512822,-60.973065239232554,-7.528487686256236,-0.58123875254977,-0.025606621912806382
0.12658227848101264,-63.77686993076663,-7.965225357318406,-0.619103605685987,-0.028281358819796442
0.125,-66.6559011796672,-8.419987897332712,-0.6588159454390371,-0.03110795963183029
0.12345679012345677,-69.61047861538411,-8.893195151588134,-0.7004269027313391,-0.03405128145308364
0.12195121951219513,-72.64077791114866,-9.385264244425619,-0.744002626887956,-0.03714391934779252
0.12048192771084336,-75.74705079976655,-9.896593983038414,-0.7896153103440016,-0.04038209740802764
0.11904761904761901,-78.92945299043765,-10.427591652642866,-0.8373122194462862,-0.04377435017067025
0.11764705882352941,-82.18815923011579,-10.97868031780433,-0.8871905332946075,-0.04732330771762661
0.11627906976744184,-85.52328512945337,-11.550223301081054,-0.9392767171913212,-0.051039447593749704
0.1149425287356322,-88.93498027227528,-12.142673378750988,-0.9936783636904651,-0.054926408879893314
0.11363636363636363,-92.4233273425398,-12.756394339120245,-1.0504354540999459,-0.05897650224625982
0.11235955056179772,-95.98838316630754,-13.391766991583975,-1.1096488628893426,-0.06322553662637041
0.1111111111111111,-99.6302641864493,-14.049237921173384,-1.1713533766451916,-0.06765294668317098
0.10989010989010987,-103.3489529044542,-14.729134475323468,-1.2356514618635426,-0.07227225093531915
0.10869565217391305,-107.14452102644152,-15.431893822804481,-1.302609657476027,-0.0770915470245483
0.1075268817204301,-111.01695779774366,-16.157852216657115,-1.3722851356281858,-0.0821248994986643
0.10638297872340423,-114.96629239598336,-16.907420191951083,-1.4447876931339234,-0.08737300053014689
0.10526315789473684,-118.99244610684616,-17.680959438896103,-1.5201518832796483,-0.09282815086847439
0.10416666666666666,-123.09547448703337,-18.478847515000176,-1.5984913392055096,-0.09853111127793826
0.10309278350515463,-127.27526658547903,-19.301437007766125,-1.6798619854808796,-0.10444175705806322
0.1020408163265306,-131.53180157156163,-20.149086533982345,-1.7643540191200346,-0.11062287198392017
0.101010101010101,-135.86504149585562,-21.0221932108197,-1.852049632504765,-0.11701621667505756
0.1,-140.27486014849904,-21.92105986753603,-1.943013366102248,-0.12369617911754222
0.099009900990099,-144.761230110174,-22.846057964593065,-2.0373399828260097,-0.13062862741926912
0.0980392156862745,-149.32400689208777,-23.79754182373059,-2.1351178775176383,-0.13782671260529936
0.0970873786407767,-153.96314066962952,-24.77581069921789,-2.2364165086962187,-0.14530747401676603
0.09615384615384613,-158.67850056090776,-25.781259813955565,-2.3413275879217776,-0.1530855451625964
0.09523809523809523,-163.4699607804154,-26.81416115965097,-2.449934779899451,-0.16112092879139583
0.09433962264150943,-168.33747901160552,-27.87487292719352,-2.562317435870623,-0.16949621414439117
0.09345794392523364,-173.2808015846251,-28.963691706803232,-2.6785848152209746,-0.1781648367551148
0.09259259259259259,-178.29990646782065,-30.08094889376124,-2.7987974815084424,-0.18715919765560024
0.09174311926605502,-183.39460605200443,-31.226960111233875,-2.923048154783257,-0.19646024710262622
0.09090909090909091,-188.56477068929755,-32.40197561998165,-3.051453849616937,-0.2061239062197863
0.09009009009009007,-193.81026969610463,-33.60638244058337,-3.184043110151423,-0.21610405644485636
0.08928571428571427,-199.1309336770754,-34.84036867333751,-3.3210009302298262,-0.2264580469235746
0.08849557522123894,-204.5266052343806,-36.1043220492346,-3.4623016131662334,-0.23715715578142818
0.08771929824561402,-209.997142089239,-37.39846293725038,-3.6081627768290923,-0.24823684846050664
0.08695652173913043,-215.54240315311273,-38.72307316721716,-3.7585450758612855,-0.2597021757280318
0.08620689655172413,-221.16221825613152,-40.078455631688485,-3.9136606685916946,-0.2715357689288548
0.08547008547008546,-226.8563544492138,-41.464839561927164,-4.073523159852238,-0.2837575157149969
0.0847457627118644,-232.62479566401075,-42.88248716677022,-4.238252458368341,-0.2964409315715601
0.08403361344537813,-238.4672110990956,-44.33167999733928,-4.407973055539964,-0.30948717526617986
0.08333333333333333,-244.38353846076404,-45.812675590899005,-4.582705596411617,-0.3229912859732296
0.08264462809917354,-250.37360479933037,-47.32566854723816,-4.762636172557148,-0.3369052785924101
0.08196721311475409,-256.43715388915075,-48.870902497195274,-4.947798279901532,-0.35129593647835516
0.08130081300813008,-262.5740871938643,-50.448659586174685,-5.13828362219943,-0.36612616483533306
0.08064516129032256,-268.7842738904234,-52.059166770693174,-5.334285922049715,-0.38141425540020835
0.08,-275.0674709447058,-53.70257151893403,-5.535711967895642,-0.39719964273899816
0.07936507936507936,-281.4234232512701,-55.379155651294674,-5.742911359142166,-0.41347272197200147
0.07874015748031496,-287.85221082310176,-57.089107199267005,-5.955731924441411,-0.4302296475416408
0.078125,-294.3534287917339,-58.83265365504287,-6.174479303207421,-0.44748313128471534
0.07751937984496123,-300.9269668792414,-60.60995570823571,-6.39910407052685,-0.4653192836432322
0.07692307692307693,-307.57267789689456,-62.42127644034852,-6.629768685466576,-0.4836282828059065
0.07633587786259541,-314.2904653077509,-64.26671823364735,-6.866607907610116,-0.5024980127774664
0.07575757575757575,-321.07995374762777,-66.14651699921392,-7.1097214288880055,-0.5218999049701748
0.07518796992481203,-327.9412360022346,-68.0609050315049,-7.35903231360718,-0.5419294963032103
0.07462686567164178,-334.8738444421613,-70.00992910721943,-7.614912149339779,-0.5624896413591829
0.07407407407407407,-341.87793847062034,-71.99387237151774,-7.87724570241518,-0.5836539020798248
0.07352941176470587,-348.95303784250297,-74.01286410151017,-8.146284886003503,-0.6053900618689902
0.072992700729927,-356.0992723775069,-76.0670020250755,-8.42204733520499,-0.6277670554141798
0.07246376811594203,-363.3161395304618,-78.15657898588944,-8.70465764472854,-0.6507940448070924
0.07194244604316545,-370.60395390043783,-80.28168874862052,-8.994230487915132,-0.6744219981019591
0.07142857142857142,-377.9618828082801,-82.44230622698092,-9.290770687929854,-0.698692394295477
0.07092198581560283,-385.39052479277353,-84.63887060963235,-9.594603584266993,-0.7237041422048139
0.0704225352112676,-392.8890505676443,-86.87132079653381,-9.905574953685667,-0.7492871063761728
0.06993006993006992,-400.45778020249463,-89.1398354075002,-10.223977621603913,-0.77560262934833
0.06944444444444443,-408.09633456918397,-91.44454729744112,-10.549807407433878,-0.8026961648789079
0.06896551724137931,-415.80452652703764,-93.7856459893884,-10.883186192387898,-0.8303618622369133
0.0684931506849315,-423.5823792742641,-96.16305096408114,-11.224302047984981,-0.8588261269611479
0.06802721088435373,-431.4295086459898,-98.57707857147419,-11.573147055247428,-0.8881241319348759
0.06756756756756756,-439.34607727313164,-101.02788851058116,-11.929854782939122,-0.9180235072437055
0.06711409395973153,-447.33152403774375,-103.51528095708814,-12.294570285189184,-0.948809363350837
