T,N_2,N_4,N_8,N_16
5.0,0.596052036947678,0.5960482748528316,0.5960469351526166,0.5960465749806471
3.333333333333333,0.34427907738377334,0.3442900061736273,0.3442900319907063,0.34428986949502427
2.5,0.24633507720411768,0.24639086065683524,0.2463938981313539,0.2463939720583708
2.0,0.19280643602115735,0.19297841910517302,0.1929888795185688,0.1929894493677711
1.6666666666666665,0.15855272038467236,0.1589778882113938,0.15900438958972699,0.1590059844574007
1.4285714285714284,0.1343894889749551,0.1353012520678556,0.13535857839027413,0.13536212225275804
1.25,0.11603311447486288,0.11779767348717902,0.11790915646363055,0.1179161114120484
1.111111111111111,0.10112208528263442,0.10427992856956442,0.10448020804722799,0.1044927493150137
1.0,0.08816275506367677,0.09347491967584941,0.09381309329939543,0.09383431527734504
0.9090909090909091,0.0760849413535918,0.08458340154771456,0.08512655153918133,0.08516068248881313
0.8333333333333333,0.06402964079685505,0.07707165209479626,0.07790866029588502,0.0779613339971378
0.769230769230769,0.05123784680984678,0.07056330238285995,0.07180916447760824,0.07188764745994641
0.7142857142857141,0.036987778814786654,0.06477933539533767,0.06657965319529886,0.06669319604825474
0.6666666666666665,0.02055726300677633,0.05950275221701302,0.062038574596139345,0.062198740405714464
0.625,0.0012005833044648189,0.05455647284433254,0.058049728122949694,0.05827067095994959
0.588235294117647,-0.021866793038538872,0.04978984372791773,0.05450838846338211,0.054807241681463746
0.5555555555555555,-0.04947807543133615,0.04506840507098937,0.05133238335834814,0.051729756417784344
0.5263157894736841,-0.08252061733105118,0.0402683913096664,0.048455814827379734,0.0489760932880181
0.5,-0.12194109549233734,0.03527149305189972,0.04582492473139444,0.04649671480734849
0.4761904761904763,-0.16874614133782778,0.02996218983870229,0.04339482340158424,0.04425139831692324
0.45454545454545453,-0.22400425845421837,0.02422431581354,0.04112747900242682,0.042207639401569005
0.4347826086956522,-0.28884466207760184,0.0179408682123781,0.038990168509537425,0.04033791417954601
0.41666666666666663,-0.3644561483877895,0.010990317488126448,0.0369539999957755,0.03861979018125681
0.4,-0.4520857846637223,0.003248196129788991,0.03499281840013279,0.03703418771910944
0.3846153846153846,-0.5530357009191342,-0.005416405473107026,0.033083512495651494,0.03556477309264954
0.37037037037037035,-0.6686604114699213,-0.015139684208368987,0.031203757180669908,0.034197677571836366
0.35714285714285715,-0.8003632034901335,-0.026064154042834388,0.029333255142653333,0.03292110298548822
0.3448275862068965,-0.9495930248684593,-0.03834008101270357,0.027452723900872496,0.03172421823715847
0.3333333333333333,-1.1178395304159483,-0.05212452776165442,0.025542290812649276,0.030598229193768908
0.3225806451612903,-1.3066296339584387,-0.06758209369791232,0.023584858390140667,0.029535413243497136
0.3125,-1.5175222923088063,-0.08488527035892003,0.021559549522995936,0.028527500141859036
0.30303030303030304,-1.7521067848554395,-0.10421518404238497,0.019452348687006724,0.027569783320854743
0.2941176470588235,-2.0119906288477205,-0.12576081703418623,0.017239877524520258,0.02665465259353628
0.2857142857142857,-2.298807720239869,-0.14971973210657583,0.014907652166977627,0.02577874194968897
0.2777777777777778,-2.614200593202329,-0.17629770965351785,0.012433704972183376,0.024935561956269756
0.27027027027027023,-2.959823646034199,-0.205708153277253,0.009801530395237488,0.024122401524191938
0.2631578947368421,-3.3373363263658327,-0.23817506813145223,0.006988553085555315,0.023333514065046308
0.2564102564102564,-3.748401117608788,-0.2739302077528373,0.0039772763704927615,0.02256581539322446
0.25,-4.19467476906722,-0.31321224749740323,0.000743629718199375,0.021816796415485517
0.24390243902439027,-4.67780819270694,-0.3562697246902605,-0.0027307993052993066,0.02108015969768698
0.23809523809523814,-5.199441491304594,-0.40336042862078875,-0.006470127254943327,0.020356066517410683
0.23255813953488372,-5.761199556505432,-0.45474875270935927,-0.010498338978501888,0.019638917771384653
0.2272727272727273,-6.3646918686234795,-0.5107076233206427,-0.014836986758820763,0.018924945945609426
0.2222222222222222,-7.011501116629303,-0.5715193960637959,-0.01951274727081171,0.018214472250590818
0.2173913043478261,-7.7031925081029575,-0.6374723996299992,-0.024548345404733055,0.01750075139231753
0.21276595744680854,-8.44129720255004,-0.7088637036867766,-0.029974989149935256,0.01678364933723516
0.20833333333333334,-9.227325326217892,-0.785997819818261,-0.0358160606543721,0.016057771001458224
