tau_mid,Energy_T_N2,Energy_H_N2,Energy_T_N0,Energy_H_N0
10.574999999999987,32241.599100268235,33369.575289559216,33349.61914016569,33349.61914016569
10.624999999999988,32231.48757114434,33369.79354936725,33349.48211629002,33349.48211629002
10.674999999999988,32221.340251893424,33370.01838993943,33349.34701673343,33349.34701673343
10.724999999999987,32211.15722796197,33370.24981649982,33349.21380785563,33349.21380785563
10.774999999999986,32200.938582709965,33370.487831889746,33349.08244785605,33349.08244785605
10.824999999999987,32190.684387874146,33370.7324266796,33348.95291046678,33348.95291046678
10.874999999999988,32180.394739591608,33370.983616505335,33348.82516289881,33348.82516289881
10.924999999999986,32170.069717086335,33371.24139925694,33348.69916111099,33348.69916111099
10.974999999999985,32159.709411651962,33371.50578512453,33348.57488542384,33348.57488542384
11.024999999999986,32149.313904896117,33371.776774038226,33348.45229760424,33348.45229760424
11.074999999999987,32138.88328420039,33372.05437170562,33348.33137297743,33348.33137297743
11.124999999999986,32128.417643465393,33372.33859039669,33348.21207554215,33348.21207554215
11.174999999999985,32117.91707111534,33372.62943649318,33348.094380955685,33348.094380955685
11.224999999999985,32107.381652146978,33372.92691260991,33347.97825608206,33347.97825608206
11.274999999999986,32096.81148645803,33373.23103664687,33347.8636781028,33347.8636781028
11.324999999999985,32086.2066561019,33373.541807758935,33347.75061827472,33347.75061827472
11.374999999999984,32075.56726760697,33373.85925035636,33347.63904584147,33347.63904584147
11.424999999999985,32064.893405112492,33374.18336537405,33347.52894028978,33347.52894028978
11.474999999999985,32054.18516106496,33374.514162192216,33347.42027182902,33347.42027182902
11.524999999999984,32043.442641508052,33374.851664162634,33347.31302046461,33347.31302046461
11.574999999999983,32032.66593084138,33375.19587191756,33347.20715632861,33347.20715632861
11.624999999999984,32021.855137231803,33375.54681066127,33347.10266236673,33347.10266236673
11.674999999999985,32011.01034515322,33375.90448073299,33346.9995039027,33346.9995039027
11.724999999999984,32000.13166210174,33376.268906287245,33346.89766749312,33346.89766749312
11.774999999999983,31989.21918413674,33376.64009938544,33346.79713291329,33346.79713291329
11.824999999999983,31978.2730102605,33377.01807498448,33346.697867643794,33346.697867643794
11.874999999999984,31967.29324554745,33377.402854210944,33346.59985812571,33346.59985812571
11.924999999999983,31956.27998054333,33377.79444285739,33346.50308264052,33346.50308264052
11.974999999999982,31945.233323079177,33378.19286459673,33346.40752159195,33346.40752159195
