T,N_2,N_20,N_200
13.333333333333332,0.5317212523338465,0.531724020228521,0.5317240453297047
8.0,0.2802195879507821,0.28022205895628366,0.2802220529000579
5.714285714285714,0.19078692461885638,0.19080169083796455,0.19080167673181817
4.444444444444445,0.1447779382725368,0.14483212760570646,0.14483210721049788
3.6363636363636362,0.11644213048545092,0.11659209286736431,0.11659206936962191
3.0769230769230775,0.09705826858117676,0.09740563572733922,0.09740561689704576
2.6666666666666665,0.08278173065276057,0.0834925463277272,0.08349254657357214
2.352941176470588,0.07160287294841602,0.07292975245315532,0.0729297952020984
2.1052631578947367,0.06232457620361755,0.06463168789940177,0.06463180833976959
1.9047619047619047,0.054147072096889196,0.057937705243100546,0.05793795343408255
1.7391304347826089,0.046475652970376986,0.052422114683585,0.052422559027699614
1.6,0.03882242845847369,0.047797994549654235,0.047798725631480424
1.4814814814814814,0.030752146313233468,0.043864776212588774,0.04386591099956497
1.3793103448275863,0.021850446159154085,0.04047796120810514,0.040479647617089505
1.2903225806451613,0.011704350371663043,0.03753076747641111,0.03753318930059308
1.2121212121212122,-0.00011015675904195644,0.03494255222563577,0.034945934427015275
1.1428571428571428,-0.0140362152399092,0.032651257655425044,0.032655872017568276
1.081081081081081,-0.03054138787046479,0.030608335955590676,0.03061450709828584
1.0256410256410258,-0.05012107873353155,0.028775252415140673,0.028783364170268756
0.9756097560975611,-0.07330062618879075,0.02712102172607624,0.02713152387349564
0.9302325581395348,-0.10063642250087917,0.025620437673998922,0.025633853038651167
0.8888888888888888,-0.1327162926081603,0.02425277852328813,0.024269710427077575
0.8510638297872342,-0.17015929188366477,0.023000845209229938,0.023021985288947208
0.8163265306122448,-0.2136150374966331,0.02185023653034874,0.02187637290284293
0.7843137254901962,-0.26376265918857245,0.020788795819640864,0.02082082161346805
0.7547169811320754,-0.32130943650745974,0.01980618351560132,0.019845105750292632
0.7272727272727273,-0.38698917702474056,0.01889354337880611,0.018940492206681436
0.7017543859649124,-0.46156038144594747,0.018043239253508866,0.018099477549307817
0.6779661016949152,-0.5458042354269943,0.017248645517150735,0.01731557882481887
0.6557377049180328,-0.6405224633599491,0.016503978865594585,0.01658316569604299
0.6349206349206349,-0.7465350758830239,0.015804162193254787,0.015897324670083087
0.6153846153846154,-0.8646780399750869,0.015144713624346249,0.0152537484872426
0.5970149253731344,-0.9958008980077615,0.014521655437474676,0.014648645384404276
0.5797101449275363,-1.1407643599073891,0.013931438810289241,0.014078664201350979
0.5633802816901409,-1.3004378904814136,0.013370881276681517,0.013540832168862253
0.547945205479452,-1.4756973119940384,0.01283711443106994,0.013032502970543638
0.5333333333333333,-1.6674224401597886,0.012327539981456012,0.012551313138260457
0.5194805194805195,-1.8764947698403847,0.011839792614113878,0.012095145253619181
0.5063291139240506,-2.103795224961487,0.011371708475700862,0.011662096781194453
0.4938271604938272,-2.350201985295635,0.010921298272136408,0.011250453502437308
0.48192771084337344,-2.6165884011581086,0.010486724251186106,0.010858666839379852
0.47058823529411764,-2.9038210052762357,0.01006628037455929,0.010485334364622683
0.4597701149425288,-3.212757629601638,0.009658375207076292,0.010129183026940325
0.449438202247191,-3.544245633225317,0.009261517064740848,0.009789054640605777
0.43956043956043955,-3.8991202461805496,0.008874301108867515,0.00946389330024923
0.4301075268817204,-4.27820303255459,0.008495398041058663,0.009152734422795399
0.42105263157894735,-4.682300475042342,0.008123544221280126,0.008854695185391424
0.4123711340206186,-5.112202681962296,0.007757532944746189,0.008568966145292687
0.40404040404040403,-5.568682216725034,0.007396206777163143,0.008294803880016417
0.39603960396039606,-6.052493048656622,0.0070384507181936685,0.008031524510769172
0.3883495145631068,-6.564369623452162,0.006683186177557524,0.007778497958669919
0.38095238095238093,-7.105026050545503,0.006329365554267975,0.007535142902801821
0.3738317757009346,-7.675155404201032,0.005975967428841809,0.007300922235759646
0.36697247706422015,-8.275429134526028,0.0056219922253902925,0.00707533908393523
0.3603603603603604,-8.906496584016741,0.005266458307104605,0.0068579332143036955
0.35398230088495575,-9.568984605132355,0.004908398470190124,0.006648277823003093
0.34782608695652173,-10.263497273739892,0.004546856728831033,0.0064459766685416985
0.3418803418803419,-10.990615693351602,0.004180885444204796,0.006250661481703413
0.3361344537815126,-11.750897884729202,0.003809542670170131,0.006061989629914387
0.3305785123966942,-12.544878755347483,0.0034318897328643183,0.005879642022312871
0.3252032520325203,-13.37307014325671,0.003046989033566872,0.005703321191490175
0.32,-14.235960929774244,0.002653901992388806,0.005532749561609782
0.31496062992125984,-15.13401721554891,0.0022516872033404405,0.005367667895278117
