T,N_2,N_20,N_200
33.01985370950888,3.2404210743235695,3.2403728557130664,3.240372373454302
12.367906066536204,0.798533887727272,0.7977225200371945,0.7977144006847371
7.6089573802070785,0.5157667884011304,0.5122709219498969,0.5122359036877241
5.494696574508781,0.37345297409219425,0.36416721866279855,0.36407406494999933
4.299904748945434,0.2990013831063981,0.2796560634952433,0.279461612801438
3.5319101374762494,0.26122874171508714,0.22640214077469842,0.2260512260065907
2.9966808914177334,0.24683466765129947,0.18997874477453855,0.18940419404553638
2.6023223256196983,0.25008877085947523,0.16356091470327122,0.16268356115622148
2.2996870678989882,0.2684927012775006,0.14359198628087433,0.14232067418558692
2.060108220874894,0.30103942968141395,0.12804733843860697,0.12627892809394609
1.865737733955246,0.347465802384017,0.1156912265315483,0.11331059934257137
1.7048826544375508,0.40789950047865553,0.10572769973763477,0.10260776380007779
1.569562409973675,0.48267692906998005,0.0976220758071726,0.0936237720600504
1.4541438497998251,0.5722420963120753,0.09100300737694933,0.08597531633195787
1.3545372712075099,0.6770869643754892,0.0856056053922943,0.07938555444008698
1.2677016889316806,0.7977144837179635,0.08123681988287114,0.0736494911780066
1.1913289349670124,0.9346147631604402,0.07775352429961287,0.06861206321941343
1.1236354585214947,1.0882492451953356,0.07504817118254498,0.06415379536458234
1.0632212913428216,1.259039994470433,0.07303912992852019,0.06018113888068952
1.008972189405792,1.4473623993780782,0.07166401364006456,0.05661979892610007
0.9599902785794574,1.6535402486691861,0.07087496799502901,0.05341002399317721
0.9155439663914239,1.877842526183728,0.07063527988419044,0.05050321511805092
0.8750311522166534,2.1204814932675546,0.07091689330074652,0.04785944234139421
0.8379517912545411,2.3816117667358716,0.0716985611394115,0.04544559707823846
0.8038871505253249,2.6613301867941233,0.0729644505802265,0.043233998072474744
0.7724839269562667,2.95967632472768,0.07470307716190419,0.0412013260351482
0.743441948006117,3.276633516388989,0.07690648048774529,0.039327799921807766
0.716504546175997,3.6121303317279616,0.07956957992341954,0.03759653319370343
0.6914509529331963,3.9660424071758795,0.0826896659822135,0.03599302576696093
0.668090234465845,4.338194579351657,0.08626599515168536,0.0345047594062381
0.6462564165490725,4.728363266997107,0.09029946438300249,0.03312087277294244
0.6258045351024855,5.1362790544241,0.09479234752077231,0.031831898418356964
0.606607413664024,5.561629434747231,0.09974808031787273,0.030629548355086814
0.5885530163342088,6.004061675258007,0.1051710838757158,0.029506538058587686
0.5715422597623396,6.463185770811638,0.11106661870899018,0.028456441086120724
0.5554871939107353,6.938577454179,0.11744066339237542,0.02747356828015493
0.5403094810635206,7.4297812351708705,0.12429981307952566,0.026552866839703367
0.5259391175540502,7.936313442977645,0.1316511941815352,0.02568983555104942
0.5123133541933497,8.457665248696706,0.1395023922598151,0.024880453232413703
0.4993757802746567,8.993305647411438,0.1478613908134061,0.02412111806715199
0.4870755429505063,9.542684381501358,0.15673651905629415,0.023408595930767336
0.4753666792027078,10.105234789106316,0.1661364071791127,0.022739976199061873
0.46420754190354474,10.680376563755477,0.17606994786548852,0.022112633803608762
0.45356030486142007,11.267518413248396,0.18654626305740624,0.021524196543520703
0.44339053445397014,11.866060607792837,0.19757467512417853,0.02097251679219741
0.43366681762663484,12.475397409229624,0.2091646817929332,0.020455646968734656
0.42436043778956556,13.094919374904658,0.22132593423916258,0.01997181816073652
0.4154450915688311,13.72401553132775,0.23406821788911286,0.019519421462167143
0.4068966405274205,14.362075414282362,0.24740143553349242,0.019096991626853566
0.3986928929206778,15.008490973334434,0.26133559243481824,0.018703192691753186
0.3908134113311154,15.662658340008624,0.2758807831308417,0.01833680532221671
0.3832393426717603,16.323979459967113,0.2910471797242624,0.017996715616261188
0.37595326758116904,16.99186359050747,0.30684502143981673,0.017681905197838244
0.3689390666775636,17.665728665620858,0.32328460529717856,0.01739144239434747
0.3621818015106191,18.345002531592495,0.3403762777362563,0.017124474399342938
0.35566760836043987,19.029124056758192,0.35813042709780096,0.016880220252045136
0.34938360329482004,19.717544119647908,0.3765574768304122,0.016657964568354125
0.34331779711656507,20.40972648013046,0.395667879339634,0.016457051900188296
0.33745901901944664,21.105148538631646,0.4154721104185237,0.016276881667885653
0.3317968479299447,21.803301988677127,0.4359806641607032,0.016116903584870165
0.32632155064696344,22.50369336835071,0.4572040483304157,0.015976613532935894
0.32102402600700974,23.205844516266126,0.47915278011345674,0.015855549800275384
0.31589575440104767,23.90929293784473,0.5018373822269785,0.015753289702681056
0.3109287520539993,24.61359208765802,0.5252683793256271,0.01566944647596286
0.3061155295508045,25.31831157354974,0.5494562947016511,0.015603666467411834
0.30144905415589496,26.02303728827462,0.5744116472169135,0.0155556265641017
0.2969227155273667,26.72737147415171,0.600144948470375,0.01552503182652259
0.29253029447432494,27.43093272625849,0.6266667001647268,0.015511613360992016
0.28826593444686693,28.13335593934283,0.6539873916421,0.015515126314825309
0.2841241154838652,28.83429220363559,0.682117497606015,0.015535348086468358
0.28009963037485486,29.533408654386093,0.7110674759659068,0.015572076641333215
0.27618756281956036,30.23038827983596,0.7408477658580834,0.015625128986276594
0.2723832673924474,30.924929692056153,0.7714687857343153,0.015694339746798652
0.2686823511406246,31.616746864878397,0.802940931615579,0.015779559881485127
0.26508065666182923,32.30556884290644,0.8352745754314512,0.01588065545758202
0.2615742465254497,32.99113942533058,0.8684800634395171,0.015997506553217463
0.25815938891385154,33.673216828091206,0.9025677147484223,0.016130006231816194
0.25483254437392644,34.35157332762939,0.9375478199494874,0.016278059597773883
0.25159035357998744,35.025994889295475,0.9734306397483661,0.016441582911258884
