tau,N_2,N_4,N_6,N_8,N_10,N_12,N_14,N_16,N_18,N_20,N_22,N_24,N_26,N_28,N_30,N_32,N_34,N_36,N_38,N_40,N_42,N_44,N_46,N_48,N_50,N_52,N_54,N_56,N_58,N_60,N_62,N_64,N_66,N_68,N_70,N_72,N_74,N_76,N_78,N_80,N_82,N_84,N_86,N_88,N_90,N_92,N_94,N_96,N_98,N_100
0.25,50.091400458356745,50.07753176642395,50.07497288941959,50.07407797895753,50.07366388562265,50.07343897849988,50.073303377646056,50.07321537192468,50.07315503751521,50.07311188167678,50.07307995177906,50.07305566678193,50.073036767528286,50.07302177166401,50.07300967384005,50.072999772706886,50.07299156692356,50.07298469042078,50.072978870853454,50.07297390221337,50.072969626343365,50.07296592019384,50.072962686869786,50.07295984923266,50.07295734525638,50.07295512460885,50.07295314610274,50.07295137577169,50.07294978540287,50.0729483514058,50.0729470539325,50.072945876187006,50.072944803879,50.072943824788325,50.072942928415245,50.07294210569774,50.072941348781676,50.0729406508325,50.072940005880554,50.07293940869291,50.07293885466692,50.07293833974131,50.07293786032144,50.07293741321646,50.072936995586105,50.07293660489543,50.072936238876245,50.072935895494176,50.072935572920265,50.072935269506615
0.4435483870967742,38.740475418905504,38.720243280408326,38.7165762191175,38.71529869435502,38.71470842948308,38.71438806965538,38.714194997373255,38.71406972412931,38.71398385453534,38.71392244116924,38.71387700686733,38.71384245299905,38.713815563545474,38.713794228571906,38.71377701723896,38.71376293144612,38.71375125777354,38.7137414753233,38.71373319657923,38.71372612842564,38.71372004583805,38.7137147737473,38.713710174298924,38.713706137748524,38.71370257585366,38.71369941700962,38.713696602622186,38.713694084370594,38.71369182211939,38.71368978230924,38.71368793670507,38.713686261413635,38.71368473610634,38.7136833433995,38.71368206835696,38.71368089808784,38.71367982141943,38.71367882862961,38.71367791122648,38.713677061766234,38.71367627370166,38.7136755412556,38.713674859314764,38.713674223340256,38.71367362929186,38.71367307356367,38.71367255292929,38.71367206449486,38.71367160565877,38.71367117407698
0.6370967741935484,35.271486803855,35.24728614633234,35.2431241933774,35.24169166840532,35.24103287734999,35.24067614873284,35.240461438574094,35.240322238899566,35.24022687480606,35.24015869674511,35.24010827165147,35.24006993003097,35.24004009769106,35.240016430664014,35.239997339907774,35.23998171724622,35.23996877074234,35.239957922266896,35.23994874178729,35.23994090406688,35.239934159446896,35.23992831370925,35.23992321393241,35.23991873838497,35.239914789191594,35.23991128693481,35.23990816663003,35.23990537468864,35.23990286660121,35.23990060515226,35.23989855903148,35.23989670174397,35.23989501074811,35.2398934667682,35.23989205324275,35.239890755878335,35.23988956228692,35.239888461688906,35.2398874446689,35.23988650297369,35.2398856293442,35.23988481737525,35.2398840613977,35.239883356379345,35.23988269784083,35.23988208178439,35.23988150463305,35.23988096317849,35.23988045453646,35.23987997610822
0.8306451612903226,33.85062762151483,33.82177986176792,33.817324681257816,33.81583349360981,33.81515535354445,33.81479019320088,33.81457110781154,33.81442935418461,33.81433236918244,33.81426309664246,33.814211896637,33.81417298549951,33.81414272182142,33.81411871994077,33.81409936381443,33.81408352713883,33.814070405429256,33.81405941164035,33.814050109258176,33.81404216824016,33.814035335300844,33.81402941344244,33.81402424758299,33.8140197142909,33.814015714337536,33.814012167217136,33.814009007061735,33.814006179559385,33.814003639603804,33.81400134948328,33.813999277472234,33.813997396726,33.81399568440671,33.813994120986315,33.813992689687254,33.81399137603034,33.8139901674669,33.81398905307804,33.81398802332699,33.81398706985438,33.813986185308,33.81398536320063,33.813984597790686,33.81398388398174,33.81398321723741,33.81398259350909,33.81398200917435,33.81398146098424,33.81398094601792,33.81398046164382
1.0241935483870968,33.16527702223011,33.12840171974777,33.12354644714418,33.122001743244326,33.12131428456323,33.120948188941156,33.120729948486364,33.12058931160852,33.120493351087994,33.12042494063837,33.1203744479277,33.120336114308465,33.12030632373571,33.12028271198907,33.12026368010989,33.1202481151256,33.12023522289807,33.12022442442683,33.120215289486175,33.12020749298272,33.12020078555607,33.1201949733458,33.1201899037972,33.12018545552987,33.120181530992085,33.120178051058545,33.120174951005154,33.12017217747373,33.12016968615787,33.12016744002057,33.12016540790825,33.12016356346366,33.12016188426618,33.12016035114659,33.12015894763724,33.120157659527614,33.120156474502906,33.1201553818485,33.1201543722067,33.12015343737563,33.120152570142004,33.12015176414151,33.12015101374168,33.12015031394314,33.12014966029609,33.120149048829376,33.12014847598999,33.12014793859134,33.1201474337688,33.120146958941476
1.217741935483871,32.799727692646236,32.749199816690236,32.743632007858814,32.74198733371529,32.74128049527484,32.740911076586734,32.7406932958314,32.74055395197411,32.740459331194906,32.74039210552835,32.74034261110724,32.74030510610551,32.740276001864835,32.74025296054062,32.74023440551688,32.74021924188275,32.74020668984341,32.74019618173044,32.74018729628005,32.74017971551553,32.74017319576009,32.7401675477218,32.74016262254286,32.74015830185483,32.74015449057622,32.74015111162073,32.74014810195779,32.74014540964413,32.74014299156212,32.74014081167891,32.74013883969349,32.740137049975935,32.74013542072895,32.740133933319925,32.74013257174496,32.74013132219597,32.74013017270874,32.74012911287502,32.740128133605864,32.74012722693587,32.74012638586047,32.740125604200145,32.74012487648643,32.74012419786598,32.740123564019285,32.74012297109178,32.740122415634985,32.74012189455628,32.74012140507569,32.7401209446887
1.4112903225806452,32.59557237864849,32.523729641299795,32.51697068243015,32.515144753259435,32.51439681935101,32.514016584859505,32.51379622472925,32.51365680023124,32.51356285078098,32.51349646854409,32.513447793392906,32.51341102278155,32.5133825566353,32.51336006309802,32.513341976760096,32.5133272144992,32.513315007245765,32.51330479654101,32.51329616882541,32.51328881249203,32.51328248910743,32.51327701369431,32.51327224095213,32.51326805545493,32.51326436456484,32.51326109323394,32.513258180139715,32.51325557477689,32.51325323524404,32.51325112654154,32.51324921925002,32.51324748849509,32.51324591312952,32.513244475082274,32.51324315883637,32.513241951007466,32.51324084000135,32.513239815734,32.51323886940146,32.51323799328953,32.51323718061582,32.51323642539777,32.51323572234208,32.5132350667515,32.51323445444603,32.51323388169605,32.513233345165276,32.51323284186202,32.5132323690973,32.513231924448846
1.6048387096774193,32.484270682686436,32.381518619603625,32.372927748824324,32.37080815803503,32.36998808237924,32.3695858814162,32.36935818851375,32.36921639754099,32.36912191759803,32.36905570205643,32.36900744389407,32.36897115784868,32.3689431689832,32.36892111658434,32.368903426415784,32.368889015170396,32.368877117104425,32.368867178261574,32.36885878971508,32.368851644178164,32.36884550706566,32.36884019674828,32.368835570802474,32.368831516258865,32.36882794257191,32.36882477647494,32.368821958163416,32.36881943842815,32.368817176476995,32.368815138262455,32.368813295184836,32.368811623077555,32.36881010140658,32.36880871263372,32.368807441706515,32.368806275646755,32.368805203216446,32.36880421464487,32.36880330140436,32.368802456025165,32.3688016719416,32.368800943363816,32.36880026517022,32.368799632817,32.36879904226152,32.36879848989747,32.36879797249943,32.36879748717564,32.36879703132736,32.368796602613955
1.7983870967741935,32.433296820526564,32.28822585510246,32.27699237585515,32.27443444807789,32.273501854982655,32.273063051179896,32.27282172553374,32.27267450600115,32.27257786621042,32.272510887444334,32.27246248506363,32.272426329120194,32.27239858502344,32.272376816301296,32.27235941271834,32.272345274406604,32.272333628737094,32.272323919697094,32.272315738668254,32.27230877976609,32.27230281024384,32.272297650409946,32.27229315971135,32.272289226906324,32.272285763006025,32.27228269612664,32.27227996768179,32.27227752953021,32.272275341813874,32.2722733713015,32.2722715901068,32.27226997468726,32.272268505055536,32.27226716415309,32.27226593734919,32.272264812037115,32.27226377730683,32.27226282367781,32.27226194287971,32.27226112767141,32.27226037169092,32.27225966933016,32.27225901563013,32.27225840619275,32.27225783710629,32.2722573048822,32.272256806401316,32.27225633886778,32.27225589976969,32.27225548684514
1.9919354838709677,32.42615714749386,32.22570832824687,32.21084210405955,32.2076663982089,32.20657087740474,32.20607712299113,32.20581424244985,32.205657732979155,32.20555687298635,32.205487951733836,32.205438691303286,32.20540221314765,32.205374416098714,32.20535272868454,32.20533547029197,32.205321503737586,32.205310036542535,32.20530050229457,32.20529248717222,32.20528568296683,32.20527985619756,32.20527482730137,32.2052704563018,32.20526663274488,32.20526326850642,32.205260292569186,32.205257647175294,32.20525528495418,32.20525316675277,32.20525125997784,32.205249537316696,32.20524797574033,32.20524655571993,32.20524526060592,32.20524407613211,32.20524299001685,32.205241991640065,32.20524107178017,32.20524022239832,32.2052394364606,32.20523870779078,32.205238030947534,32.20523740112182,32.205236814050615,32.205236265944,32.20523575342349,32.20523527346951,32.205234823376514,32.205234400714524,32.20523400329614
