tau,N_2,N_4,N_8,N_16
0.25,570.9317757533014,570.9317852758771,570.9317858712873,570.9317859085044
0.7338709677419355,301.6171608777379,301.61754697805804,301.61757118398083,301.61757269802257
1.217741935483871,265.40610015283994,265.4086803024076,265.408842826043,265.4088530037341
1.7016129032258065,254.25649020030008,254.2658436616597,254.2664368313685,254.2664740410802
2.185483870967742,249.50068774727043,249.52538435391128,249.5269643888264,249.52706372843
2.6693548387096775,247.0505565413829,247.10422667261892,247.10769770839946,247.10791654999377
3.153225806451613,245.60963078416958,245.7118287515155,245.7185231556152,245.71894663721514
3.6370967741935485,244.66321593017028,244.84004557404816,244.85179930450084,244.85254572754496
4.120967741935484,243.9721885364067,244.25667852354715,244.27590065741472,244.2771267660577
4.604838709677419,243.41142191855934,243.84365403653462,243.87338992355325,243.87529605605843
5.088709677419355,242.9089908533478,243.53599586034778,243.5799835767987,243.58281868713308
5.57258064516129,242.42029427724023,243.29573694716132,243.3584568377828,243.36252338695294
6.056451612903226,241.91591983224666,243.0995989080225,243.1863160442056,243.19197475797816
6.540322580645161,241.37549216130745,242.93268311114025,243.0494824979984,243.05715698259525
7.024193548387097,240.78435484877537,242.78502443519054,242.9388388005331,242.94902000268615
7.508064516129032,240.13169521093906,242.64961747979032,242.84824750336284,242.86149799763626
7.991935483870968,239.40945137207981,242.52125497947023,242.77338188879008,242.79033997461383
8.475806451612904,238.6116638153894,242.39584051326972,242.71103107976398,242.73241467314094
8.959677419354838,237.73408421427212,242.269987470387,242.65869156377136,242.68530187283008
9.443548387096774,236.77393014925582,242.14079099579675,242.61433196818535,242.64705694594159
9.92741935483871,235.72971715528132,242.0057014088145,242.57625966528545,242.6160772359798
10.411290322580646,234.60112680002786,241.86245400463622,242.54304417112877,242.59102522805094
10.89516129032258,233.38888783970987,241.7090280263688,242.51347015626388,242.57078132943974
11.379032258064516,232.09465958335517,241.54361957949484,242.48650485707574,242.5544110491446
11.862903225806452,230.72091395397416,241.36462080370325,242.46127221357693,242.5411389020809
12.346774193548388,229.27081668365062,241.17060193858117,242.4370303790121,242.53032568337895
12.830645161290322,227.74810979401883,240.96029511345338,242.41315143948643,242.52144795126952
13.314516129032258,226.15699792304207,240.7325796298422,242.38910311863233,242.51407949403676
13.798387096774194,224.5020408063294,240.48646879202775,242.3644325270539,242.50787484136274
14.28225806451613,222.78805369968543,240.221098343719,242.3387520157426,242.50255487989605
14.766129032258064,221.02001695291878,239.93571648170646,242.3117271019089,242.49789454214383
15.25,219.20299541465275,239.6296753287212,242.28306634317642,242.49371244527015
