bits,error
7000,670.4458108560251
7250,307.16211143502255
7500,520.2318430196985
7750,444.6733141080392
8000,81.69064468270066
8250,198.35555561650287
8500,218.90081736005334
8750,143.64331844405805
9000,68.38581952806275
9250,-6.824081891375093
9500,-82.425592592114
