tau,N_32,N_200
5.30050505050505,333.94133731583315,335.05478242256186
5.401515151515151,333.88941020476324,335.04547611208346
5.502525252525253,333.8374758696695,335.0369496391073
5.603535353535354,333.7854554895048,335.0291231522987
5.704545454545454,333.73327845256057,335.0219249963087
5.805555555555555,333.6808814737215,335.0152908290279
5.906565656565657,333.62820781385915,335.009162840958
6.007575757575758,333.57520658840974,335.00348906375166
6.108585858585859,333.5218321539974,334.99822275678173
6.209595959595959,333.46804356349827,334.99332186214133
6.3106060606060606,333.4138040812468,334.98874851977536
6.411616161616162,333.35908075119323,334.9844686355575
6.512626262626263,333.30384401176957,334.9804514960701
6.613636363636363,333.24806735202804,334.9766694246544
6.7146464646464645,333.1917270043122,334.97309747399277
6.815656565656566,333.13480166931515,334.96971315107777
6.916666666666667,333.0772722698928,334.96649617093965
7.017676767676767,333.0191217304435,334.963428235943
7.1186868686868685,332.96033477904984,334.9604928378496
7.21969696969697,332.9008977699084,334.9576750801755
7.320707070707071,332.84079852386617,334.9549615186598
7.421717171717171,332.7800261851312,334.95234001791493
7.5227272727272725,332.7185710924477,334.9497996225481
7.623737373737374,332.6564246632169,334.9473304412354
7.724747474747475,332.5935792892153,334.94492354240185
7.825757575757575,332.5300282427098,334.9425708603046
7.9267676767676765,332.46576559190044,334.94026511045246
8.027777777777777,332.4007861247369,334.9379997134063
8.128787878787879,332.3350852802571,334.93576872610913
8.22979797979798,332.2686590866868,334.933566779984
8.330808080808081,332.2015041056184,334.93138902511924
8.431818181818182,332.1336173816594,334.9292310799293
8.532828282828282,332.0649963970036,334.92708898574557
8.633838383838384,331.9956390304353,334.92495916584573
8.734848484848484,331.92554352032505,334.922838388482
8.835858585858587,331.85470843122334,334.92072373351186
8.936868686868687,331.7831326236961,334.9186125622766
9.037878787878787,331.7108152270826,334.9165024904076
9.13888888888889,331.6377556148895,334.9143913632728
9.23989898989899,331.5639533825615,334.91227723380547
9.340909090909092,331.48940832739663,334.910158342481
9.441919191919192,331.4141204303963,334.9080330992325
9.542929292929292,331.33808983986154,334.90590006711716
9.643939393939394,331.2613168565651,334.90375794756045
9.744949494949495,331.1838019203464,334.9016055670278
9.845959595959595,331.1055455979906,334.89944186498235
9.946969696969697,331.0265485722673,334.89726588300596
10.047979797979798,330.94681163201693,334.8950767549693
10.1489898989899,330.86633566318216,334.8928736981506
10.25,330.785121640694,334.8906560052101
10.3510101010101,330.70317062112923,334.8884230369383
10.452020202020202,330.62048373606456,334.8861742157033
10.553030303030303,330.5370621860606,334.8839090195281
10.654040404040405,330.4529072352146,334.88162697673994
10.755050505050505,330.36802020622656,334.8793276611332
10.856060606060606,330.28240247593044,334.87701068759884
10.957070707070708,330.196055471244,334.8746757081745
11.058080808080808,330.10898066549817,334.8723224084738
11.159090909090908,330.02117957510904,334.86995050446035
11.26010101010101,329.93265375655875,334.86755973953103
11.36111111111111,329.84340480365677,334.8651498818806
11.462121212121213,329.75343434505356,334.86272072211915
11.563131313131313,329.66274404198253,334.86027207111925
11.664141414141413,329.57133558620876,334.85780375806945
11.765151515151516,329.4792106981642,334.85531562871546
11.866161616161616,329.3863711252511,334.8528075437702
11.967171717171718,329.2928186402986,334.8502793774767
12.068181818181818,329.19855504015595,334.847731016309
12.169191919191919,329.1035821444113,334.8451623577984
12.27020202020202,329.00790179422233,334.8425733094719
12.371212121212121,328.9115158512487,334.8399637878929
12.472222222222221,328.8144261966764,334.8373337177945
12.573232323232324,328.7166347303252,334.8346830312953
12.674242424242424,328.6181433698313,334.8320116671914
12.775252525252526,328.5189540498974,334.82931957031565
12.876262626262626,328.4190687216045,334.8266066909591
12.977272727272727,328.3184893517791,334.8238729843477
13.078282828282829,328.21721792241027,334.82111841016945
13.179292929292929,328.1152564301121,334.8183429321466
13.28030303030303,328.0126068856272,334.8155465176497
13.381313131313131,327.90927131336696,334.8127291373479
13.482323232323232,327.8052517509856,334.8098907648935
13.583333333333332,327.70055024898386,334.80703137663636
13.684343434343434,327.5951688703407,334.804150951366
13.785353535353535,327.4891096901691,334.80124947007835
13.886363636363637,327.38237479539436,334.7983269157651
13.987373737373737,327.274966284453,334.7953832732228
14.088383838383837,327.166886267009,334.7924185288813
14.18939393939394,327.05813686368725,334.78943267064716
14.29040404040404,326.9487202058219,334.7864256877637
14.39141414141414,326.8386384352175,334.7833975706834
14.492424242424242,326.727893703923,334.78034831095283
14.593434343434343,326.6164881740164,334.777277901109
14.694444444444445,326.50442401739974,334.7741863345852
14.795454545454545,326.3917034156024,334.771073605626
14.896464646464645,326.2783285595932,334.7679397092107
14.997474747474747,326.16430164959945,334.76478464098363
15.098484848484848,326.04962489493295,334.7616083971918
15.19949494949495,325.9343005138218,334.7584109746285
