tau,N_60
0.25,85.77850842695213
0.35050251256281406,64.86394434126106
0.4510050251256281,53.95407088758901
0.5515075376884422,47.46727644492905
0.6520100502512562,43.28049134166351
0.7525125628140703,40.419296591327644
0.8530150753768844,38.37905404226547
0.9535175879396985,36.87519703171874
1.0540201005025125,35.73668808471735
1.1545226130653266,34.85546321034658
1.2550251256281406,34.16043476301809
1.3555276381909547,33.60325142459241
1.4560301507537687,33.150089156440465
1.556532663316583,32.77671388297902
1.657035175879397,32.46540321706092
1.7575376884422111,32.20296665714465
1.8580402010050252,31.979437057145724
1.9585427135678393,31.787184548565083
2.059045226130653,31.620303332141496
2.159547738693467,31.474178861700512
2.2600502512562812,31.345176797502976
2.3605527638190953,31.230415720837776
2.4610552763819094,31.127598463120947
2.5615577889447234,31.034885108279404
2.6620603015075375,30.95079607052744
2.762562814070352,30.87413719448325
2.863065326633166,30.80394121547255
2.96356783919598,30.73942155347367
3.064070351758794,30.679935546012263
3.1645728643216082,30.624955015373367
3.2650753768844223,30.574042620255284
3.3655778894472363,30.526832832996547
3.4660804020100504,30.483016659877272
3.5665829145728645,30.44232941809155
3.6670854271356785,30.40454102318674
3.7675879396984926,30.369448342477032
3.8680904522613067,30.33686924554679
3.9685929648241207,30.306638041148208
4.069095477386934,30.278602036493147
4.169597989949748,30.252618994025603
4.2701005025125625,30.228555294645027
4.3706030150753765,30.206284646411245
4.471105527638191,30.185687204706536
4.571608040201005,30.16664899396747
4.672110552763819,30.14906154253379
4.772613065326633,30.132821660927558
4.873115577889447,30.11783131001577
4.973618090452261,30.103997519113868
5.074120603015075,30.09123232530491
5.174623115577889,30.079452714282684
5.275125628140704,30.06858055011738
5.375628140703518,30.05854248675082
5.476130653266332,30.049269858019223
5.576633165829146,30.040698545830157
5.67713567839196,30.03276882801897
5.777638190954774,30.025425208587144
5.878140703517588,30.018616233657117
5.978643216080402,30.012294296713478
6.0791457286432165,30.006415436658404
6.1796482412060305,30.000939131984097
6.280150753768845,29.99582809402896
6.380653266331659,29.99104806189094
6.481155778894473,29.986567601159564
6.581658291457287,29.982357908223882
6.682160804020101,29.978392621534727
6.782663316582915,29.97464764085562
6.883165829145729,29.971100955233812
6.983668341708543,29.967732480161104
7.084170854271357,29.96452390417401
7.184673366834171,29.96145854496056
7.285175879396985,29.958521214894063
7.385678391959799,29.955698095797914
7.486180904522613,29.952976622656525
7.586683417085427,29.950345375921408
7.687185929648241,29.947793982014844
7.7876884422110555,29.945313021603358
7.88819095477387,29.94289394519563
7.988693467336684,29.940528995613157
8.089195979899497,29.938211136883403
8.18969849246231,29.935933989113476
8.290201005025125,29.93369176891526
8.390703517587939,29.93147923496971
8.491206030150753,29.92929163833672
8.591708542713567,29.927124677137982
8.692211055276381,29.92497445526156
8.792713567839195,29.92283744475881
8.89321608040201,29.920710451626167
8.993718592964823,29.918590584685596
9.094221105527637,29.916475227298346
9.194723618090451,29.914362011666412
9.295226130653266,29.912248795495255
9.39572864321608,29.910133640809086
9.496231155778894,29.90801479472704
9.596733668341708,29.90589067202433
9.697236180904522,29.903759839317168
9.797738693467336,29.901621000724077
9.89824120603015,29.899472984868748
9.998743718592964,29.897314733101464
10.099246231155778,29.89514528882693
10.199748743718592,29.89296378783613
10.300251256281408,29.89076944954925
10.400753768844222,29.88856156908483
10.501256281407036,29.886339510078145
10.60175879396985,29.884102698178793
10.702261306532664,29.881850615163767
10.802763819095478,29.879582793608364
10.903266331658292,29.877298812062396
11.003768844221106,29.87499829068412
11.10427135678392,29.87268088728873
11.204773869346734,29.87034629377232
11.305276381909549,29.86799423287568
11.405778894472363,29.865624455255897
11.506281407035177,29.863236736836548
11.60678391959799,29.86083087641008
11.707286432160805,29.858406693468435
11.807788944723619,29.855964026240247
11.908291457286433,29.853502729915057
12.008793969849247,29.851022675036642
12.109296482412061,29.848523746049498
12.209798994974875,29.846005839983825
12.31030150753769,29.843468865265887
12.410804020100503,29.840912740641738
12.511306532663317,29.838337394203613
12.611809045226131,29.835742762509124
12.712311557788945,29.833128789784435
12.81281407035176,29.830495427203456
12.913316582914574,29.827842632235715
13.013819095477388,29.825170368056508
13.114321608040202,29.8224786030132
13.214824120603016,29.81976731014249
13.31532663316583,29.817036466733676
13.415829145728644,29.814286053933575
13.516331658291458,29.811516056389117
13.616834170854272,29.80872646192398
13.717336683417086,29.80591726124611
13.8178391959799,29.803088447683074
13.918341708542714,29.800240016942634
14.018844221105528,29.7973719668962
14.119346733668342,29.794484297382816
14.219849246231156,29.79157701003191
14.32035175879397,29.78865010810287
14.420854271356784,29.785703596339932
14.521356783919598,29.782737480840833
14.621859296482413,29.77975176893804
14.722361809045227,29.77674646909122
14.82286432160804,29.77372159078993
14.923366834170855,29.77067714446562
15.023869346733669,29.767613141411946
15.124371859296483,29.764529593712677
15.224874371859297,29.761426514176428
15.325376884422111,29.758303916277626
15.425879396984925,29.75516181410302
15.52638190954774,29.75200022230331
15.626884422110553,29.748819156049322
15.727386934673367,29.745618630992375
15.827889447236181,29.74239866322832
15.928391959798995,29.73915926926508
16.02889447236181,29.73590046599314
16.12939698492462,29.732622270658915
16.229899497487438,29.729324700840568
16.33040201005025,29.726007774426108
16.430904522613066,29.72267150959358
16.531407035175878,29.71931592479306
16.631909547738694,29.715941038730357
16.732412060301506,29.712546870352245
16.832914572864322,29.709133438833067
16.933417085427134,29.705700763562557
17.03391959798995,29.702248864134827
17.134422110552762,29.698777760338327
17.234924623115578,29.695287472146784
17.33542713567839,29.69177801971092
17.435929648241206,29.688249423350943
17.53643216080402,29.68470170354974
17.636934673366834,29.681134880946658
17.737437185929647,29.67754897633184
17.837939698492463,29.673944010641083
17.938442211055275,29.67032000495119
18.03894472361809,29.666676980475618
18.139447236180903,29.663014958560634
18.23994974874372,29.659333960681714
18.34045226130653,29.655634008440302
18.440954773869347,29.6519151235608
18.54145728643216,29.648177327887872
18.641959798994975,29.644420643383874
18.742462311557787,29.64064509212662
18.842964824120603,29.636850696307185
18.943467336683415,29.63303747822802
19.04396984924623,29.629205460301097
19.144472361809044,29.625354665046277
19.24497487437186,29.621485115089733
19.34547738693467,29.61759683316256
19.445979899497488,29.61368984209939
19.5464824120603,29.609764164837216
19.646984924623116,29.605819824414183
19.747487437185928,29.60185684396852
19.847989949748744,29.59787524673753
19.948492462311556,29.593875056056643
20.048994974874372,29.589856295358484
20.149497487437184,29.585818988172072
20.25,29.58176315812195
