tau,N_2,N_8,N_16
0.25,938.5430835464864,938.8751136343769,938.8917280765047
0.30025125628140703,826.0504571760691,826.4848205889302,826.5065630771313
0.35050251256281406,749.7917009827324,750.3437350710735,750.3713787227688
0.4007537688442211,695.5319945034028,696.2176282573832,696.2519777873213
0.4510050251256281,655.4797777625047,656.3153285474008,656.3572104068717
0.5012562814070352,625.0417885071345,626.0438238493348,626.094079616369
0.5515075376884422,601.3528495157831,602.5380905867823,602.5975724386784
0.6017587939698492,582.5441900643067,583.9294425060959,583.9990100557811
0.6520100502512562,567.3519746177969,568.9540778059353,569.0345958565372
0.7022613065326633,554.8954074054416,556.7311964792655,556.8235334130587
0.7525125628140703,544.5448720726386,546.6311490005983,546.7361756154866
0.8027638190954773,535.8404194258989,538.1939305698705,538.3125192363877
0.8530150753768844,528.4396607163683,531.0770791237908,531.2101031738656
0.9032663316582915,522.0834828389868,525.0213939997959,525.1697272839207
0.9535175879396985,516.5729157800527,519.8278059345889,519.9923225014895
1.0037688442211055,511.7531761988532,515.3414225297602,515.522996394994
1.0540201005025125,507.5024435894119,511.4403058087091,511.63981078752454
1.1042713567839195,503.72382642939334,508.0274394023783,508.2457489886829
1.1545226130653266,500.3395209221673,505.02488806614934,505.26287534426183
1.2047738693467336,497.2865034760341,502.3694907433534,502.6280283227844
1.2550251256281406,494.5133132048114,500.0096435126005,500.2896034787687
1.3052763819095476,491.97762034685155,497.90286835522676,498.20512223098797
1.3555276381909547,489.644368838024,496.01395600731445,496.3393747216397
1.4057788944723617,487.48434341357455,494.31353329237606,494.6629871535859
1.4560301507537687,485.47305409939275,492.77694781063377,493.15130648238045
1.506281407035176,483.589860427798,491.38339233108763,491.78352480984756
1.556532663316583,481.81727843757915,490.11521195400144,490.5419865472467
1.60678391959799,480.14042827226694,488.95735186331495,489.4116361678275
1.657035175879397,478.54659081595497,487.8969141121118,488.3795749921069
1.7072864321608041,477.02484954008474,486.9227996171107,487.43470318198194
1.7575376884422111,475.5657994205017,486.0254172231441,486.5674288047367
1.8077889447236182,474.16130900321815,485.1964459170686,485.769430046454
1.8580402010050252,472.80432485539825,484.42863942817655,485.03345981194514
1.9082914572864322,471.4887100212965,483.7156648350842,484.3531843311947
1.9585427135678393,470.2091099152048,483.0519686111708,483.7230492044137
2.008793969849246,468.9608404716243,482.4326649286676,483.1381677058043
2.059045226130653,467.73979444343945,481.85344211195905,482.5942272366011
2.10929648241206,466.542362569825,481.3104839615572,482.08741064884936
2.159547738693467,465.3653669845601,480.8004033191206,481.6143298102862
2.209798994974874,464.20600474516414,480.32018575361536,481.17196929042024
2.2600502512562812,463.061799765894,479.8671416513392,480.75763845052256
2.3103015075376883,461.9305617573339,479.4388653122262,480.3689305399433
2.3605527638190953,460.81035103043166,479.03319990998267,480.00368765629804
2.4108040201005023,459.6994482274109,478.6482073781963,479.65997063166
2.4610552763819094,458.59632820678604,478.2821424493716,479.33603307170796
