tau,Energy
0.25,19.505600101764617
0.5,12.116800561151145
0.75,9.965372671088657
1.0,9.062646897984793
1.25,8.616896431721845
1.5,8.37333872960079
1.75,8.230050216223441
2.0,8.140755905686657
2.25,8.082503935584624
