Temperature,N_2,N_4,N_8,N_16,N_0
5.0,0.6019321742524955,0.597519052225603,0.5964146759535957,0.5961385130554533,0.5960464530555418
3.333333333333333,0.36413296067255896,0.34925888915743325,0.34553259153147226,0.3446005305482028,0.34428979958623757
2.5,0.29335325141940277,0.25816784563295553,0.24933955088781204,0.24713047323399231,0.2463939368393925
2.0,0.28451447742911107,0.21597331450092305,0.19874186428044044,0.1944279621295863,0.19298945631121744
1.6666666666666665,0.31675614729824725,0.1986966302158172,0.16894463167474846,0.1614917058200087,0.15900606884445304
1.4285714285714284,0.3851066775212743,0.19834156982230125,0.1511414070147665,0.1393092541528067,0.13536234047629048
1.25,0.48941606366131474,0.2118439517459274,0.14146497775245465,0.12380783983062958,0.11791656315676874
1.111111111111111,0.6313654920413238,0.23809725173529192,0.1380141272175895,0.11288122024882356,0.10449358052613393
1.0,0.8134020149916179,0.2769022991464008,0.13980448438244641,0.10534060706809398,0.0938357252366259
0.9090909090909091,1.0382837766071202,0.32852620144759165,0.14632857488788537,0.10047477637432509,0.0851629615284892
0.8333333333333333,1.308858124376842,0.39349321950484045,0.15734772682682605,0.09784207991234953,0.07796485100079324
0.769230769230769,1.6279416442195485,0.47247582281275863,0.17278434791184777,0.09716272642890221,0.0718928889604896
0.7142857142857141,1.998249470612364,0.5662339262902281,0.1926620498162186,0.09825908123083199,0.06670079265116727
0.6666666666666665,2.4223506568752917,0.6755788140091896,0.21707061108799813,0.10102065234970355,0.06220945025925173
0.625,2.9026389172378226,0.801350313576014,0.24614441692248024,0.10538253066450375,0.05828542272761473
0.588235294117647,3.441312207276331,0.9444026009004161,0.28004853654259565,0.1113116209373762,0.05482727385217553
0.5555555555555555,4.040358650215368,1.1055932882821087,0.3189697350393979,0.11879782316327321,0.05175632826860293
0.5263157894736841,4.701547767730508,1.285777253053297,0.3631101717575535,0.12784755527479247,0.04901093450823923
0.5,5.426422989652278,1.4858007717805501,0.41268318226561096,0.1384797590379608,0.04654167947312834
0.4761904761904763,6.216299536118282,1.7064982390812653,0.46790998439368675,0.15072262871390832,0.04430882687439904
0.45454545454545453,7.072261969455014,1.9486881425798577,0.5290176033004673,0.1646120055756391,0.042280021277966415
0.4347826086956522,7.995165601427325,2.2131722994622276,0.5962372801272793,0.18018864806329582,0.040428251826685115
0.41666666666666663,8.985638719451682,2.5007316519365816,0.6698029355930905,0.1974983249795436,0.038731649524904765
0.4,10.044085737615378,2.8121273243206795,0.7499500507117766,0.21659008972419524,0.03717122007183204
0.3846153846153846,11.170692941664393,3.148096655196086,0.8369158975605627,0.23751565026986035,0.03573141441011581
0.37037037037037035,12.365434374577541,3.509353889119289,0.9309372566910779,0.2603291098421455,0.034399018552115856
0.35714285714285715,13.628079239615516,3.8965887070208467,1.0322516015535583,0.2850865426765286,0.03316228196674023
0.3448275862068965,14.958199392232505,4.3104644583460425,1.1410960410687163,0.3118449092246165,0.032011886141964326
0.3333333333333333,16.35517906824603,4.751618650416898,1.2577056843132002,0.34066310964524715,0.030938896974606882
0.3225806451612903,17.818223626963334,5.220661958241743,1.3823169190134763,0.37160102025704594,0.029936273396208527
0.3125,19.34637032423435,5.718177512189146,1.5151608876895895,0.40471787253916236,0.02899766613304613
0.30303030303030304,20.938496187322592,6.2447199057544,1.6564739871049428,0.44007634086284864,0.028117700493732092
0.2941176470588235,22.593335624712726,6.8008157076251665,1.8064817102246835,0.47773615389652285,0.02729111912538761
0.2857142857142857,24.309479774850658,7.386962517286381,1.9654167558580067,0.517761057726107,0.026513688960520063
0.2777777777777778,26.085399577872465,8.00362916555238,2.1335027091650094,0.5602116772358792,0.02578187028226452
0.27027027027027023,27.919449885272567,8.651256065421457,2.310966844932063,0.6051522518401151,0.025092085103351834
0.2631578947368421,29.809882628951314,9.330252241348123,2.498028665869995,0.6526438620457303,0.024441934001909082
0.2564102564102564,31.75485586037132,10.040997972411294,2.694910900632465,0.7027501419308375,0.023827791172710694
0.25,33.752448527978856,10.783845524995625,2.9018279210124267,0.7555351534551037,0.02324782200623312
0.24390243902439027,35.800667633318845,11.55911624529005,3.1189978558165423,0.8110591160454221,0.022699643713918128
0.23809523809523814,37.897459485318755,12.367101141851094,3.3466311915874685,0.8693884280928571,0.022181541367561893
0.23255813953488372,40.04072029744506,13.208063455347828,3.584936709435061,0.9305837804600913,0.021691944116980378
0.2272727272727273,42.22830304024313,14.082236820645008,3.8341234954044907,0.9947074119231604,0.02122844822159044
0.2222222222222222,44.45803357702851,14.989824469013177,4.094393616043926,1.0618255682091635,0.020789925640317848
0.2173913043478261,46.72770884997151,15.931002643963064,4.3659509838601815,1.1319973168876714,0.02037503001862678
0.21276595744680854,49.03511705334308,16.90591804138408,4.648988985610574,1.2052880847247929,0.019982299341309587
0.20833333333333334,51.37803213116679,17.91468919586918,4.943706699289101,1.2817580280451522,0.019611509549170802
0.2040816326530612,53.75423830840251,18.957405631238004,5.250295319202536,1.3614714794974476,0.01925970342399368
0.2,56.16151647733224,20.03413109256369,5.568943454395068,1.4444888965110345,0.018926952991751088
0.19607843137254904,58.59766972066925,21.14490108545065,5.899836934911021,1.5308729865477222,0.018612177433468817
0.19230769230769235,61.060516127652974,22.28972363391169,6.243156601512733,1.6206876427910293,0.01831378834021267
0.18867924528301888,63.54790125443058,23.4685834409587,6.599086317277963,1.7139902809540195,0.018032679666217365
0.18518518518518517,66.05769990105347,24.681434046337845,6.967795783344748,1.8108448651209612,0.017765430589439253
0.18181818181818182,68.58782034845014,25.92820961308624,7.349463679965452,1.9113137856217723,0.01751238748247858
0.17857142857142858,71.13621426802257,27.208815792711697,7.744256192563352,2.0154543329319425,0.017274092862829625
0.1754385964912281,73.70086692110536,28.523133389574184,8.152338126248672,2.1233303629247033,0.017045395548196302
0.1724137931034483,76.27981847002472,29.871024018264468,8.573876339404745,2.2350025198952075,0.01683377110880107
0.1694915254237288,78.87115439446835,31.252322057024813,9.009024508847213,2.3505292252796623,0.01662689267152038
0.16666666666666666,81.47300358614261,32.66683949897916,9.457940945901477,2.4699687044299297,0.01643535872432409
0.1639344262295082,84.0835651256625,34.1143687937622,9.920779858304448,2.5933873153589273,0.016253772566348836
0.16129032258064518,86.70106901867398,35.594679825282526,10.397684362332038,2.720837817955831,0.016076251047588794
0.15873015873015872,89.32382535970225,37.10752333983285,10.888803381615402,2.852386549216734,0.015914229586818894
0.15625,91.9501838249011,38.652628515138424,11.394280989706457,2.988075579988941,0.015753166728019633
