n,mu_Thermo,mu_Ham,mu_Ham_Exact,n_TF,mu_TF
137.0,1.361417956650257,106.8200503496646,17.00000001117587,41.40540540540541,9.100026319175186
138.0,1.3614179595606402,106.82005057801871,16.99999999953434,41.70470470470471,9.132857034262589
139.0,1.3614179659634829,106.82005108040175,16.99999997857958,42.00400400400401,9.165570151762422
140.0,1.3614179589785635,106.82005053234752,16.999999976251274,42.30330330330331,9.19816692637597
141.0,1.361417956650257,106.8200503496646,17.000000015832484,42.60260260260261,9.230648590650354
142.0,1.3614179595606402,106.82005057801871,17.000000027474016,42.90190190190191,9.26301635552232
143.0,1.361417964217253,106.8200509433882,17.000000006519258,43.20120120120121,9.295271410845011
144.0,1.3614179607247934,106.8200506693629,16.999999980907887,43.50050050050051,9.327414925898346
145.0,1.3614179578144103,106.82005044100515,16.999999973922968,43.79979979979981,9.359448049883595
146.0,1.361417955486104,106.82005025832223,16.999999994877726,44.09909909909911,9.39137191240281
147.0,1.3614179636351764,106.82005089771519,17.000000029802322,44.3983983983984,9.423187623923605
148.0,1.3614179636351764,106.82005089771701,17.00000002514571,44.6976976976977,9.454896276229876
149.0,1.3614179572323337,106.82005039533578,16.99999999254942,44.996996996997,9.486498942858962
150.0,1.361417956650257,106.82005034966278,16.999999973922968,45.2962962962963,9.517996679525726
151.0,1.3614179589785635,106.82005053234934,16.99999997159466,45.5955955955956,9.549390524534086
152.0,1.3614179700380191,106.82005140009824,17.000000008847564,45.8948948948949,9.58068149917635
153.0,1.3614179549040273,106.82005021265104,17.000000053085387,46.194194194194196,9.611870608120908
154.0,1.4415013644611463,113.10358261302463,17.999999998137355,46.493493493493496,9.642958839788603
155.0,1.4415013667894527,113.10358279570937,17.999999984167516,46.792792792792795,9.673947166718236
156.0,1.4415013801772147,113.10358384614665,17.99999996786937,47.092092092092095,9.704836545921541
157.0,1.4415013673715293,113.10358284138056,17.999999998137355,47.391391391391394,9.735627919228063
158.0,1.4415013696998358,113.1035830240653,18.00000002142042,47.690690690690694,9.76632221362021
159.0,1.4415013673715293,113.10358284138056,18.00000002142042,47.98998998998999,9.79692034155888
160.0,1.441501370863989,113.10358311540767,17.999999998137355,48.28928928928929,9.827423201299961
161.0,1.4415013731922954,113.10358329809242,17.999999979510903,48.58858858858859,9.85783167720201
162.0,1.441501365043223,113.10358265869581,17.99999998882413,48.88788788788789,9.888146640025417
163.0,1.4415013592224568,113.10358220198577,17.999999993480742,49.18718718718719,9.918368947223357
164.0,1.4415013685356826,113.10358293272293,18.000000016763806,49.48648648648649,9.948499443224751
165.0,1.441501370863989,113.10358311540767,18.000000026077032,49.78578578578579,9.97853895970957
166.0,1.4415013720281422,113.10358320675005,17.99999998882413,50.08508508508509,10.008488315876697
167.0,1.4415013731922954,113.1035832980906,18.000000002793968,50.38438438438439,10.038348318704575
168.0,1.441501365043223,113.10358265869763,17.99999997485429,50.68368368368369,10.068119763204924
169.0,1.4415013685356826,113.10358293272293,17.999999984167516,50.98298298298299,10.097803432669709
170.0,1.441501376684755,113.10358357211771,18.00000004004687,51.28228228228229,10.127400098911604
171.0,1.4415013615507632,113.10358238467052,17.999999979510903,51.58158158158159,10.156910522498135
172.0,1.521584769943729,119.38711469370173,19.000000040978193,51.88088088088089,10.186335452979737
173.0,1.5215847757644951,119.38711515041359,18.99999998509884,52.18018018018019,10.215675629111887
174.0,1.5215847839135677,119.3871157898102,18.99999995715916,52.47947947947949,10.2449317790715
175.0,1.5215847920626402,119.38711642920316,19.00000003632158,52.778778778778786,10.274104620667817
176.0,1.521584780421108,119.38711551578308,18.99999995715916,53.078078078078086,10.303194861547869
177.0,1.5215847757644951,119.38711515041359,19.000000040978193,53.377377377377385,10.332203199396782
178.0,1.5215847757644951,119.38711515041359,19.00000001769513,53.67667667667668,10.36113032213299
