tau,N_32,N_200
5.25,1933.1947297705167,1934.7794539307793
5.351010101010101,1933.0325814661694,1934.6787587225056
5.452020202020202,1932.8744469492274,1934.5832415948744
5.553030303030303,1932.7199423058828,1934.4925182666852
5.654040404040404,1932.5687193502881,1934.4062401824985
5.755050505050505,1932.420461889481,1934.3240907776046
5.856060606060606,1932.2748824260655,1934.245782180716
5.957070707070707,1932.1317192405206,1934.1710522962553
6.058080808080808,1931.9907338036287,1934.099662216738
6.159090909090909,1931.8517084767398,1934.031393922964
6.26010101010101,1931.7144444636422,1933.966048235788
6.361111111111111,1931.578759982902,1933.9034429883318
6.462121212121212,1931.444488633848,1933.843411391825
6.563131313131313,1931.3114779330265,1933.7858005718842
6.664141414141414,1931.1795880010475,1933.7304702551653
6.765151515151516,1931.048690382391,1933.6772915889544
6.866161616161616,1930.9186669830085,1933.6261460785327
6.967171717171717,1930.7894091124915,1933.5769246290856
7.068181818181818,1930.660816619243,1933.5295266806017
7.16919191919192,1930.5327971085512,1933.4838594256503
7.27020202020202,1930.4052652346827,1933.4398371011662
7.371212121212121,1930.2781420592237,1933.3973803464662
7.472222222222222,1930.151354468817,1933.3564156206485
7.5732323232323235,1930.024834646282,1933.316874673366
7.674242424242424,1929.898519589801,1933.2786940636581
7.775252525252525,1929.7723506755037,1933.2418147221733
7.876262626262626,1929.6462732593077,1933.2061815526488
7.9772727272727275,1929.5202363143646,1933.1717430689948
8.078282828282829,1929.3941921008698,1933.1384510647497
8.179292929292929,1929.2680958653702,1933.106260312038
8.280303030303031,1929.1419055670028,1933.0751282874764
8.381313131313131,1929.015581628398,1933.045014922753
8.482323232323232,1928.8890867091918,1933.0158823778427
8.583333333333334,1928.7623855003287,1932.9876948350288
8.684343434343434,1928.6354445374866,1932.9604183120744
8.785353535353535,1928.508232032129,1932.9340204930506
8.886363636363637,1928.3807177188137,1932.9084705754487
8.987373737373737,1928.2528727174981,1932.8837391323225
9.08838383838384,1928.1246694096853,1932.8597979883034
9.18939393939394,1927.9960813273296,1932.8366201084118
9.29040404040404,1927.8670830535025,1932.8141794986586
9.391414141414142,1927.7376501338742,1932.7924511175004
9.492424242424242,1927.607758998127,1932.7714107972579
9.593434343434344,1927.4773868904663,1932.7510351746632
9.694444444444445,1927.3465118084353,1932.7313016297444
9.795454545454545,1927.215112449291,1932.712188232295
9.896464646464647,1927.083168163228,1932.6936736952218
9.997474747474747,1926.9506589127843,1932.675737334094
10.098484848484848,1926.817565237792,1932.658359032263
10.19949494949495,1926.683868225281,1932.6415192109469
10.30050505050505,1926.5495494837728,1932.6251988037238
10.401515151515152,1926.414591121439,1932.6093792349022
10.502525252525253,1926.2789757276387,1932.594042401276
10.603535353535353,1926.14268635738,1932.5791706568118
10.704545454545455,1926.0057065182878,1932.5647467998474
10.805555555555555,1925.8680201596962,1932.550754062412
10.906565656565656,1925.729611663515,1932.537176101321
11.007575757575758,1925.5904658365541,1932.523996990728
11.108585858585858,1925.4505679040253,1932.5112012158452
11.20959595959596,1925.3099035039652,1932.4987736675787
11.31060606060606,1925.1684586823596,1932.4866996378587
11.41161616161616,1925.0262198887706,1932.4749648154623
11.512626262626263,1924.8831739723014,1932.4635552821633
11.613636363636363,1924.7393081777536,1932.4524575090636
11.714646464646465,1924.594610141854,1932.4416583529837
11.815656565656566,1924.4490678894504,1932.4311450528107
11.916666666666666,1924.3026698295998,1932.4209052257243
12.017676767676768,1924.155404751478,1932.4109268632353
12.118686868686869,1924.0072618200636,1932.4011983269868
12.219696969696969,1923.858230571565,1932.3917083442846
12.320707070707071,1923.7083009085607,1932.3824460033334
12.421717171717171,1923.557463094845,1932.3734007481635
12.522727272727273,1923.4057077499695,1932.3645623732496
12.623737373737374,1923.2530258434895,1932.355921017818
12.724747474747474,1923.0994086889202,1932.3474671598588
12.825757575757576,1922.9448479374191,1932.339191609857
12.926767676767676,1922.7893355712113,1932.3310855042541
13.027777777777779,1922.6328638967823,1932.3231402986778
13.128787878787879,1922.4754255378596,1932.3153477609442
13.22979797979798,1922.3170134282104,1932.307699963879
13.330808080808081,1922.1576208042793,1932.3001892779685
13.431818181818182,1921.9972411976942,1932.292808363878
13.532828282828282,1921.83586842767,1932.285550164858
13.633838383838384,1921.67349659333,1932.2784078990705
13.734848484848484,1921.5101200659765,1932.2713750518583
13.835858585858587,1921.3457334813324,1932.2644453679818
13.936868686868687,1921.1803317317767,1932.2576128438502
14.037878787878787,1921.013909958597,1932.2508717197659
14.13888888888889,1920.84646354428,1932.2442164722047
14.23989898989899,1920.6779881048578,1932.2376418061529
14.340909090909092,1920.5084794823292,1932.2311426475148
14.441919191919192,1920.3379337371684,1932.224714135611
14.542929292929292,1920.1663471409397,1932.21835161578
14.643939393939394,1919.9937161690298,1932.2120506320957
14.744949494949495,1919.8200374935057,1932.2058069202142
14.845959595959595,1919.6453079761147,1932.1996164003601
14.946969696969697,1919.4695246614294,1932.1934751704564
15.047979797979798,286.5266877488566,0.4988417252427774
15.1489898989899,NaN,0.49885997433456
15.25,129.8263742383456,NaN
