tau,N_10
0.25,16.207599652623582
0.35050251256281406,11.702260873138094
0.4510050251256281,9.240664880601255
0.5515075376884422,7.704728490519441
0.6520100502512562,6.665613416699678
0.7525125628140703,5.923479156683186
0.8530150753768844,5.3725958871964
0.9535175879396985,4.9517619310814815
1.0540201005025125,4.623087769683083
1.1545226130653266,4.361860794816201
1.2550251256281406,4.151279055534917
1.3555276381909547,3.9795267752420616
1.4560301507537687,3.8380600197492325
1.556532663316583,3.7205554929162306
1.657035175879397,3.622240913138248
1.7575376884422111,3.539454263355389
1.8580402010050252,3.4693453164530426
1.9585427135678393,3.409668406941327
2.059045226130653,3.3586353560797964
2.159547738693467,3.3148090374751207
2.2600502512562812,3.277025010839705
2.3605527638190953,3.244332929401939
2.4610552763819094,3.215952129881828
2.5615577889447234,3.1912375615644466
2.6620603015075375,3.169653364348695
2.762562814070352,3.1507521814169936
2.863065326633166,3.134158823245097
2.96356783919598,3.1195572692440097
3.064070351758794,3.106680254482321
3.1645728643216082,3.0953008761474394
3.2650753768844223,3.0852257904185043
3.3655778894472363,3.0762896704881353
3.4660804020100504,3.06835067094924
3.5665829145728645,3.061286699800229
3.6670854271356785,3.054992341904883
3.7675879396984926,3.0493763103983396
3.8680904522613067,3.044359327781725
3.9685929648241207,3.0398723581215505
4.069095477386934,3.0358551272030243
4.169597989949748,3.03225487966772
4.2701005025125625,3.029025331834203
4.3706030150753765,3.0261257866121727
4.471105527638191,3.0235203831000277
4.571608040201005,3.021177458427292
4.672110552763819,3.0190690034180387
4.772613065326633,3.0171701969044027
4.873115577889447,3.015459006163325
4.973618090452261,3.0139158431050133
5.074120603015075,3.012523267603347
5.174623115577889,3.011265730802209
5.275125628140704,3.010129352417835
5.375628140703518,3.0091017270340026
5.476130653266332,3.0081717551931066
5.576633165829146,3.0073294957532246
5.67713567839196,3.0065660365343363
5.777638190954774,3.005873380736647
5.878140703517588,3.0052443469968737
5.978643216080402,3.0046724812682033
6.0791457286432165,3.004151978977257
6.1796482412060305,3.0036776161360046
6.280150753768845,3.003244688275437
6.380653266331659,3.002848956227104
6.481155778894473,3.0024865979132396
6.581658291457287,3.0021541654203228
6.682160804020101,3.0018485467278664
6.782663316582915,3.0015669315468543
6.883165829145729,3.0013067807927976
6.983668341708543,3.0010657992788317
7.084170854271357,3.0008419112661806
7.184673366834171,3.0006332385540047
7.285175879396985,3.000438080829252
7.385678391959799,3.000254898030504
7.486180904522613,3.000082294508817
7.586683417085427,2.999919004793751
7.687185929648241,2.9997638807947866
7.7876884422110555,2.9996158802875135
7.88819095477387,2.999474056550845
7.988693467336684,2.99933754903628
8.089195979899497,2.9992055749632205
8.18969849246231,2.9990774217458434
8.290201005025125,2.998952440167138
8.390703517587939,2.9988300382246713
8.491206030150753,2.998709675580594
8.591708542713567,2.998590858555441
8.692211055276381,2.9984731356115506
8.792713567839195,2.9983560932774957
8.89321608040201,2.998239352469904
8.993718592964823,2.9981225651734627
9.094221105527637,2.9980054114439003
9.194723618090451,2.997887596702242
9.295226130653266,2.997768849291836
9.39572864321608,2.9976489182725055
9.496231155778894,2.997527571428682
9.596733668341708,2.9974045934707263
9.697236180904522,2.9972797844106505
9.797738693467336,2.9971529580953256
9.89824120603015,2.9970239408819257
9.998743718592964,2.99689257044182
10.099246231155778,2.996758694680523
10.199748743718592,2.9966221707624694
10.300251256281408,2.996482864230507
10.400753768844222,2.9963406482109747
10.501256281407036,2.996195402696105
10.60175879396985,2.9960470138963253
10.702261306532664,2.9958953736556926
10.802763819095478,2.995740378924426
10.903266331658292,2.99558193128301
11.003768844221106,2.995419936512928
11.10427135678392,2.9952543042095296
11.204773869346734,2.9950849474329906
11.305276381909549,2.994911782393695
11.405778894472363,2.9947347281687273
11.506281407035177,2.994553706446498
11.60678391959799,2.9943686412967776
11.707286432160805,2.994179458963706
11.807788944723619,2.9939860876795636
11.908291457286433,2.993788457497309
12.008793969849247,2.993586500140067
12.109296482412061,2.9933801488659455
12.209798994974875,2.9931693383466915
12.31030150753769,2.99295400455886
12.410804020100503,2.992734084686282
12.511306532663317,2.9925095170327416
12.611809045226131,2.992280240943872
12.712311557788945,2.9920461967373804
12.81281407035176,2.9918073256407887
12.913316582914574,2.9915635697359657
13.013819095477388,2.9913148719097804
13.114321608040202,2.99106117581029
13.214824120603016,2.9908024258079133
13.31532663316583,2.9905385669611
13.415829145728644,2.990269544986064
13.516331658291458,2.9899953062301616
13.616834170854272,2.9897157976485778
13.717336683417086,2.9894309667839623
13.8178391959799,2.9891407617487524
13.918341708542714,2.9888451312098887
14.018844221105528,2.988544024375688
14.119346733668342,2.9882373909846662
14.219849246231156,2.987925181296098
14.32035175879397,2.9876073460821315
14.420854271356784,2.98728383662132
14.521356783919598,2.9869546046933877
14.621859296482413,2.9866196025751317
14.722361809045227,2.9862787830373083
14.82286432160804,2.9859320993424268
14.923366834170855,2.985579505243319
15.023869346733669,2.9852209549824247
15.124371859296483,2.984856403291689
15.224874371859297,2.984485805393021
15.325376884422111,2.9841091169992255
15.425879396984925,2.9837262943153626
15.52638190954774,2.9833372940404805
15.626884422110553,2.9829420733696606
15.727386934673367,2.9825405899963484
15.827889447236181,2.9821328021149176
15.928391959798995,2.98171866842343
16.02889447236181,2.981298148126572
16.12939698492462,2.980871200938723
16.229899497487438,2.980437787087137
16.33040201005025,2.979997867315211
16.430904522613066,2.9795514028858223
16.531407035175878,2.9790983555847066
16.631909547738694,2.978638687723866
16.732412060301506,2.9781723621449916
16.832914572864322,2.977699342222879
16.933417085427134,2.97721959186883
17.03391959798995,2.9767330755340304
17.134422110552762,2.9762397582128814
17.234924623115578,2.975739605446294
17.33542713567839,2.975232583324915
17.435929648241206,2.974718658492301
17.53643216080402,2.9741977981480145
17.636934673366834,2.973669970050642
17.737437185929647,2.973135142520737
17.837939698492463,2.972593284443665
17.938442211055275,2.972044365272368
18.03894472361809,2.971488355030021
18.139447236180903,2.9709252243126025
18.23994974874372,2.9703549442913513
18.34045226130653,2.969777486715123
18.440954773869347,2.969192823912644
18.54145728643216,2.9686009287946455
18.641959798994975,2.9680017748558982
18.742462311557787,2.967395336177123
18.842964824120603,2.9667815874268015
18.943467336683415,2.9661605038628593
19.04396984924623,2.9655320613342395
