tau,N_2,N_4,N_6,N_8,N_10,N_16
0.25,4.023407101167315,4.021459625944943,4.021099573060457,4.0209735983232555,4.020915297706717,4.020852144199367
0.35050251256281406,2.885822744923686,2.8830998235347036,2.8825972186575353,2.8824214289096126,2.8823400848135856,2.88225197736812
0.4510050251256281,2.2593749916381345,2.2558837449890228,2.255240744832558,2.2550159583502025,2.2549119607159787,2.254799329784443
0.5515075376884422,1.8645941582841101,1.8603432347633928,1.8595625504060316,1.8592898013012569,1.8591636438711499,1.8590270351651392
0.6520100502512562,1.594317275360605,1.5893164882202766,1.588401338586695,1.5880818631082427,1.5879341375832166,1.587774206115351
0.7525125628140703,1.3986256877986396,1.3928855973829934,1.3918396541587217,1.3914748744182523,1.3913062635128086,1.3911237665121692
0.8530150753768844,1.2511228475216656,1.2446543018115426,1.2434816267943476,1.2430731321857442,1.242884401691909,1.2426801905068157
0.9535175879396985,1.136538440003412,1.1293520877955858,1.1280570638023661,1.127606590414109,1.1273985803998494,1.1271735915151306
1.0540201005025125,1.0454243299895933,1.0375301212748296,1.0361173778088073,1.0356267861540909,1.0354004014320057,1.0351556467386738
1.1545226130653266,0.9716208580126757,0.9630275457812162,0.9615018807199475,0.9609731321262481,0.9607293321357142,0.9604658885985389
1.2550251256281406,0.9109405282267286,0.9016551850757096,0.9000214836656582,0.8994566156747191,0.8991964039247948,0.8989154027976133
1.3555276381909547,0.8604372541755608,0.85046481580151,0.8487279682405114,0.8481290693713085,0.8478534825926637,0.8475560983324006
1.4560301507537687,0.8179782286913292,0.8073210747201887,0.8054858935768289,0.804855077798397,0.8045651749504525,0.8042526139788966
1.556532663316583,0.7819816334814157,0.7706392142237551,0.7687103528850565,0.768049734133639,0.767746585408211,0.7674200748658032
1.657035175879397,0.7512497751138748,0.7392182908393532,0.7372001640983801,0.7365118311549355,0.7361965071102642,0.735857283738788
1.7575376884422111,0.7248594471302947,0.7121315844318206,0.7100282922285278,0.7093142842490601,0.7089878451984951,0.7086371444799486
1.8580402010050252,0.7020878491920344,0.688652577043862,0.6864678322596386,0.6857301152230201,0.6853936009912299,0.6850326466586998
1.9585427135678393,0.6823612905942396,0.6682037168719436,0.6659407779549,0.6651812222618487,0.6648356424086135,0.6644656364320314
2.059045226130653,0.6652188936776601,0.6503201812573746,0.6479817903254744,0.6472021497491078,0.6468484743469475,0.64647058748264
2.159547738693467,0.6502864114573648,0.6346237515855825,0.6322120785220532,0.6314139706759506,0.631053121713453,0.6306684846917652
2.2600502512562812,0.6372570123059969,0.6208036517519454,0.6183202446755346,0.6175051331304167,0.617137976598525,0.6167476720089147
2.3605527638190953,0.6258769567733682,0.6086022743512305,0.6060480167159316,0.605217194861744,0.6048445335658063,0.6044495884840273
2.4610552763819094,0.6159347696875691,0.5978043970608686,0.5951794715183937,0.59433404823551,0.593956615361895,0.5935579947495193
2.5615577889447234,0.6072529492309697,0.5882289304717104,0.5855327895174354,0.5846736766894827,0.5842921301422908,0.5838907310351598
2.6620603015075375,0.5996815441540224,0.5797225283028222,0.5769538716238329,0.5760817734958216,0.5756966910068959,0.5752933374963582
2.762562814070352,0.593093124926985,0.5721545857608661,0.5693113441143011,0.5684267484736735,0.5680386234779128,0.5676340624770855
2.863065326633166,0.5873788077346618,0.5654132850671768,0.5624926104389913,0.5615957815741789,0.5612050198321932,0.5607999176091103
2.96356783919598,0.5824450826692947,0.5594024397534332,0.5564007014823082,0.5554916748535482,0.5550985917950627,0.5546935312455348
3.064070351758794,0.578211262615674,0.554038954564441,0.5509517410627324,0.5500303196033053,0.5496351383574397,0.5492306169827873
3.1645728643216082,0.5746074158314899,0.5492507643870346,0.5460728900500017,0.5451386420026744,0.5447414920752979,0.5443379206238408
3.2650753768844223,0.5715726788455122,0.5449751492907374,0.5417006661561399,0.5407529243393239,0.5403538408930841,0.5399515426193401
3.3655778894472363,0.5690538708801436,0.5411573473754985,0.5377795610771368,0.5368174234679299,0.5364163471571959,0.5360155576491095
3.4660804020100504,0.5670043491767772,0.5377494053013802,0.5342608948512737,0.5332832263679134,0.5328800036786965,0.5324808712007983
3.5665829145728645,0.5653830581715782,0.5347092199372294,0.531101860870764,0.5301072962348445,0.5297016802786407,0.529304266577729
3.6670854271356785,0.5641537356989238,0.5319997347763616,0.5282647252017642,0.5272516727605576,0.5268433244708947,0.5264476059905239
3.7675879396984926,0.5632842471816011,0.5295882625218712,0.525716151628616,0.5246827980197167,0.5242712877008633,0.5238771571515047
3.8680904522613067,0.5627460247374065,0.5274459111813365,0.5234266297804466,0.5223709453244292,0.5219557545031069,0.5215630227361779
3.9685929648241207,0.5625135927497568,0.5255470955913863,0.5213699882829873,0.5202897329945416,0.5198702565274635,0.5194786546633986
4.069095477386934,0.5625641650491489,0.5238691198525226,0.5195229784414475,0.5184157085552755,0.517991256947783,0.5176004387108073
4.169597989949748,0.5628773016779036,0.5223918189403839,0.5178649167482166,0.5167279916625619,0.5162977935564589,0.515907337771624
4.2701005025125625,0.5634346154441392,0.5210972499540181,0.5163773767048825,0.5152079662527123,0.5147711710444784,0.5143805842557128
4.3706030150753765,0.5642195202478825,0.519969425201144,0.5150439221881097,0.5138390141534503,0.5133946947072761,0.5130034138785988
4.471105527638191,0.5652170145846483,0.5189940807074964,0.5138498759760547,0.5126062837806258,0.5121534392040593,0.5117608344696233
4.571608040201005,0.5664134947770283,0.5181584748499127,0.5127821181640975,0.5114964886570265,0.511034047110399,0.5106394245425814
4.672110552763819,0.5677965934118899,0.517451212710178,0.5118289100951383,0.5104977313860495,0.5100245529001707,0.5096271572684591
4.772613065326633,0.5693550392151135,0.5168620924743071,0.5109797401561653,0.5095993494392018,0.5091142287190578,0.5087132462159327
4.873115577889447,0.57107853521253,0.5163819707950836,0.5102251883844868,0.5087917797077637,0.5082934489030585,0.5078880098163965
4.973618090452261,0.5729576525322644,0.5160026445215856,0.5095568073113059,0.5080664392528401,0.5075535706791627,0.5071427519938521
5.074120603015075,0.5749837376214936,0.5157167465994479,0.5089670168685919,0.5074156200858578,0.5068868288830156,0.5064696567974523
5.174623115577889,0.5771488309966255,0.51551765427646,0.5084490115142484,0.506832396140149,0.5062862428567542,0.5058616952026599
5.275125628140704,0.5794455959335048,0.5153994080230103,0.5079966780036675,0.5063105408668507,0.5057455339625917,0.505312542519142
5.375628140703518,0.5818672557441725,0.515356639806302,0.5076045224633735,0.5058444541154874,0.5052590523746272,0.5048165050702084
5.476130653266332,0.5844075384874926,0.5153845095495676,0.5072676056129976,0.5054290971496397,0.5048217120011902,0.5043684549981907
5.576633165829146,0.5870606281295353,0.5154786487693264,0.5069814851419617,0.5050599348077772,0.5044289325494786,0.5039637722093989
5.67713567839196,0.5898211213115531,0.5156351105204721,0.5067421643823903,0.5047328839540112,0.5040765878787271,0.5035982926065351
5.777638190954774,0.5926839890032318,0.5158503248949532,0.5065460465342357,0.5044442674775669,0.5037609599019837,0.5032682618700842
5.878140703517588,0.5956445424203617,0.5161210594185369,0.5063898937959435,0.5041907731967094,0.5034786973933226,0.5029702941467431
5.978643216080402,0.5986984026721726,0.5164443837744909,0.5062707908370314,0.5039694171055364,0.5032267791398247,0.5027013350852741
6.0791457286432165,0.6018414736768274,0.5168176383553157,0.5061861121200826,0.5037775104728314,0.5030024809482821,0.5024586287306069
6.1796482412060305,0.6050699179460092,0.5172384062058227,0.5061334926407455,0.503612630362965,0.5028033460772207,0.5022396878475017
