tau,N_2,N_4,N_8,N_16
0.25,182.5634979189193,182.49441247577525,182.4771853181697,182.4728813022022
0.35050251256281406,143.70894529110112,143.61999998286163,143.59790758758643,143.59239355280485
0.4510050251256281,124.12370251694828,124.01866726942217,123.99276673983208,123.98631428060355
0.5515075376884422,112.82964318879438,112.71102400744502,112.68212254065753,112.6749451374918
0.6520100502512562,105.73301193865933,105.60209583143616,105.5707754811312,105.56303573563433
0.7525125628140703,100.99636875971983,100.85331560261272,100.81996786797144,100.81178715984112
0.8530150753768844,97.68922827720385,97.53315080117106,97.4980060883835,97.48947290925332
0.9535175879396985,95.29819162161644,95.12721775305737,95.0903681178396,95.08154467962319
1.0540201005025125,93.52113725083463,93.33245872817939,93.29387479336184,93.2848021301807
1.1545226130653266,92.17110037841796,91.96101194495697,91.92055503099272,91.91125684893922
1.2550251256281406,91.1276017004345,90.8915344131241,90.84896478114126,90.839450275166
1.3555276381909547,90.31037526292369,90.04292694185918,89.99790898036228,89.98817482097267
1.4560301507537687,89.66443219968346,89.35939766630935,89.31150282269292,89.3015345090061
1.556532663316583,89.15119649936528,88.8015997848517,88.75030798524757,88.74008074820026
1.657035175879397,88.74305010636103,88.34118019783881,88.28588039144536,88.27535980564656
1.7575376884422111,88.41986972621766,87.95732073305143,87.89731105518743,87.88645348354441
1.8580402010050252,88.16676727249248,87.63448324551692,87.56897114428925,87.55772410285293
1.9585427135678393,87.97257945338153,87.36090355567238,87.28900609219193,87.27730858916225
2.059045226130653,87.82883593394129,87.12756327594684,87.04830769885703,87.03609057429989
2.159547738693467,87.72904048583435,86.92747369922017,86.83979831364051,86.82698458596825
2.2600502512562812,87.66816125906281,86.75516777192273,86.65792306853771,86.6444282797383
2.3605527638190953,87.64226356106595,86.60633352502553,86.49828350283791,86.48401604587066
2.4610552763819094,87.64824153880399,86.47754541910946,86.3573690209711,86.34223042869495
2.5615577889447234,87.68361967476172,86.36606462409203,86.23235720355488,86.21624237812345
2.6620603015075375,87.74640434240975,86.26968861819765,86.12096336596329,86.1037607300075
2.762562814070352,87.83497177797808,86.18663661553701,86.02132589061844,86.00291744598455
2.863065326633166,87.94798289423368,86.11546140136855,85.93191793303453,85.91217921861724
2.96356783919598,88.0843181144589,86.05498089793151,85.85147884684342,85.83027879342616
3.064070351758794,88.24302729549139,86.00422465894752,85.77896054721926,85.75616123353522
3.1645728643216082,88.42329112664675,85.96239178919298,85.71348532746447,85.68894164733972
3.2650753768844223,88.62439132333468,85.92881769597284,85.65431254961584,85.62787180460482
3.3655778894472363,88.8456876025063,85.90294772610899,85.6008122716405,85.5723137067333
3.4660804020100504,89.08659991288495,85.88431620784806,85.55244433437501,85.52171863603718
3.5665829145728645,89.34659475075391,85.87252975743948,85.50874176689273,85.47561054294572
3.6670854271356785,89.62517465894908,85.86725396265955,85.46929761748171,85.43357287732395
3.7675879396984926,89.92187020810323,85.86820274590579,85.43375450475821,85.39523815643302
3.8680904522613067,90.23623391281777,85.87512985522233,85.40179632727867,85.36027970522451
3.9685929648241207,90.56783565375642,85.88782204482908,85.37314168239074,85.32840511667067
4.069095477386934,90.91625926853456,85.9060935957985,85.34753863421666,85.29935106890022
4.169597989949748,91.28110004611436,85.92978189831099,85.32476054225576,85.27287920764327
4.2701005025125625,91.66196291589225,85.95874387358843,85.30460272006553,85.24877286077069
4.3706030150753765,92.05846116724288,85.99285305916169,85.28687974063487,85.22683439928016
4.471105527638191,92.4702155705723,86.0319972178103,85.2714232434452,85.20688309792503
4.571608040201005,92.89685379891043,86.07607636002002,85.25808012938643,85.18875338031745
4.672110552763819,93.3380100712707,86.12500109347222,85.24671105488169,85.17229335895935
4.772613065326633,93.79332495660678,86.17869123197859,85.23718915678816,85.15736360124782
4.873115577889447,94.26244529114373,86.23707461128002,85.22939895572216,85.14383606890058
4.973618090452261,94.7450241728859,86.3000860709647,85.22323539812774,85.13159319116768
5.074120603015075,95.24072100580017,86.36766657102979,85.21860300728407,85.12052704225631
5.174623115577889,95.74920157301031,86.43976241881565,85.21541512105833,85.11053860113337
5.275125628140704,96.27013812368912,86.51632458759856,85.21359320000187,85.10153707774029
5.375628140703518,96.80320946250825,86.59730811238116,85.21306619374093,85.09343929404336
5.476130653266332,97.34810103373759,86.68267155165086,85.21376995683582,85.08616911157397
5.576633165829146,97.90450499457586,86.77237650631297,85.21564670763732,85.07965689945088
5.67713567839196,98.47212027419475,86.86638718883295,85.2186445253596,85.07383903853666
5.777638190954774,99.05065261641757,86.96467003698378,85.22271688178265,85.06865745853341
5.878140703517588,99.63981460502673,87.0671933676066,85.22782220482407,85.06405920560479
5.978643216080402,100.23932567148658,87.173927066545,85.23392347178114,85.05999603862543
6.0791457286432165,100.84891208543583,87.28484231147183,85.24098783041597,85.05642405248564
6.1796482412060305,101.46830692870459,87.39991132474744,85.2489862462975,85.05330332707744
6.280150753768845,102.09725005387752,87.51910715376697,85.25789317496708,85.05059760070209
6.380653266331659,102.73548802859361,87.64240347650066,85.26768625758953,85.04827396669953
6.481155778894473,103.38277406686586,87.76977443012888,85.2783460388124,85.04630259213157
6.581658291457287,104.0388679487404,87.90119446083408,85.28985570559645,85.04465645736393
6.682160804020101,104.70353592961114,88.03663819295029,85.30220084581113,85.0433111154022
6.782663316582915,105.37655064047212,88.17608031579157,85.3153692254164,85.04224446984607
6.883165829145729,106.05769098033599,88.31949548658989,85.32935058308128,85.04143657033974
6.983668341708543,106.74674200197892,88.46685824807548,85.34413644112006,85.04086942441656
7.084170854271357,107.44349479209716,88.61814295932787,85.35971993166312,85.04052682466107
7.184673366834171,108.1477463468796,88.77332373861708,85.37609563701857,85.0403941901446
7.285175879396985,108.85929944391944,88.93237441704281,85.3932594432226,85.04045842112691
7.385678391959799,109.57796251130632,89.09526850186214,85.41120840582415,85.04070776605943
7.486180904522613,110.30354949466236,89.26197914847828,85.42994062699502,85.041131699969
7.586683417085427,111.03587972280889,89.43247914013988,85.44945514310795,85.04172081335047
7.687185929648241,111.77477777267991,89.60674087447413,85.46975182197329,85.04246671074351
7.7876884422110555,112.52007333403034,89.78473635604801,85.49083126897565,85.04336191821947
7.88819095477387,113.27160107442485,89.96643719421834,85.51269474140068,85.04439979905285
7.988693467336684,114.02920050493458,90.15181460559533,85.53534407028963,85.04557447690021
8.089195979899497,114.79271584691648,90.34083942050333,85.55878158920673,85.04688076585688
8.18969849246231,115.56199590019973,90.53348209287864,85.58301006934794,85.04831410680644
8.290201005025125,116.33689391296042,90.72971271309696,85.60803266046253,85.04987050952268
8.390703517587939,117.11726745352426,90.92950102327087,85.63385283709982,85.05154650002376
8.491206030150753,117.90297828430074,91.13281643460452,85.66047434973053,85.0533390727188
8.591708542713567,118.69389223801888,91.33962804643292,85.68790118032845,85.0552456469231
8.692211055276381,119.48987909640545,91.54990466661363,85.71613750203197,85.05726402735309
8.792713567839195,120.29081247141886,91.76361483297293,85.74518764253511,85.05939236824473
8.89321608040201,121.09656968912967,91.98072683554268,85.77505605088804,85.06162914076818
8.993718592964823,121.90703167631548,92.20120873935254,85.80574726741266,85.0639731034407
9.094221105527637,122.7220828498216,92.42502840757133,85.83726589646466,85.06642327526458
9.194723618090451,123.54161100871953,92.65215352481508,85.86961658179585,85.06897891134082
9.295226130653266,124.36550722928312,92.88255162046237,85.90280398429165,85.07163948073185
9.39572864321608,125.19366576278787,93.116190091839,85.93683276187839,85.0744046463658
9.496231155778894,126.02598393612789,93.35303622715134,85.9717075514126,85.0772742467943
9.596733668341708,126.86236205523592,93.59305722806577,86.00743295238061,85.0802482796319
9.697236180904522,127.70270331128248,93.83622023184653,86.04401351225229,85.08332688652133
9.797738693467336,128.54691368962355,94.0824923329776,86.08145371334584,85.08651033948277
9.89824120603015,129.3949018814595,94.33184060420706,86.11975796107335,85.0897990285183
9.998743718592964,130.24657919816352,94.58423211696315,86.15893057344806,85.09319345035439
10.099246231155778,131.10185948823218,94.83963396110097,86.19897577174501,85.09669419821638
10.199748743718592,131.96065905680834,95.09801326394762,86.23989767221562,85.10030195253863
10.300251256281408,132.82289658772308,95.35933720862143,86.28170027876611,85.1040174725224
10.400753768844222,133.68849306800038,95.6235730516077,86.32438747651688,85.10784158846279
10.501256281407036,134.55737171476778,95.89068813957927,86.36796302616771,85.11177519477239
10.60175879396985,135.42945790451384,96.1606499254557,86.41243055909975,85.11581924363641
10.702261306532664,136.30467910463187,96.43342598369986,86.45779357315139,85.11997473924032
10.802763819095478,137.1829648071907,96.70898402485383,86.50405542901066,85.12424273251652
10.903266331658292,138.06424646487048,96.98729190932072,86.55121934717111,85.12862431636124
11.003768844221106,138.9484574290034,97.2683176604008,86.59928840540383,85.13312062127784
11.10427135678392,139.83553288965857,97.55202947659421,86.64826553670062,85.13773281140662
11.204773869346734,140.72540981771044,97.8383957431835,86.69815352764898,85.1424620809051
11.305276381909549,141.61802690883226,98.1273850431117,86.74895501720124,85.14730965064611
11.405778894472363,142.51332452935426,98.41896616717347,86.80067249580419,85.15227676520391
11.506281407035177,143.41124466393018,98.71310812353704,86.85330830485849,85.15736469010167
11.60678391959799,144.31173086495386,99.00978014661703,86.90686463647883,85.16257470929612
11.707286432160805,145.214728203671,99.30895170531747,86.9613435335291,85.1679081228772
11.807788944723619,146.12018322293056,99.61059251066646,87.01674688990838,85.17336624496278
11.908291457286433,147.02804389152325,99.91467252286323,87.07307645106559,85.17895040177078
12.008793969849247,147.9382595600535,100.2211619577588,87.13033381472273,85.18466192985179
12.109296482412061,148.85078091829536,100.53003129279202,87.18852043178754,85.1905021744681
12.209798994974875,149.76555995398195,100.84125127240222,87.24763760743892,85.19647248810509
12.31030150753769,150.6825499129798,101.15479291293983,87.30768650236887,85.20257422910335
12.410804020100503,151.60170526080205,101.47062750709615,87.36866813416631,85.20880876040033
12.511306532663317,152.5229816454138,101.78872662787344,87.43058337882948,85.21517744837166
12.611809045226131,153.4463358612864,102.10906213211521,87.49343297239423,85.22168166176318
12.712311557788945,154.3717258146566,102.43160616361762,87.55721751266687,85.22832277070543
12.81281407035176,155.29911048994967,102.75633115584122,87.62193746105078,85.23510214580325
12.913316582914574,156.22844991732615,103.08320983424268,87.68759314445703,85.24202115729402
13.013819095477388,157.1597051413125,103.41221521824495,87.75418475728982,85.24908117426814
13.114321608040202,158.0928381904783,103.74332062286442,87.82171236349856,85.25628356394661
13.214824120603016,159.02781204812382,104.07649966001256,87.8901758986882,85.26362969101042
13.31532663316583,159.96459062394163,104.41172623948944,87.95957517228138,85.27112091697767
13.415829145728644,160.90313872661875,104.74897456968561,88.02990986972505,85.27875859962384
13.516331658291458,161.84342203734653,105.08821915800839,88.10117955473565,85.28654409244206
13.616834170854272,162.78540708420527,105.42943481104813,88.1733836715771,85.29447874413957
13.717336683417086,163.72906121739442,105.77259663449924,88.24652154736607,85.3025638981677
13.8178391959799,164.67435258527675,106.1176800328507,88.32059239439981,85.31080089228233
13.918341708542714,165.6212501112099,106.46466070885918,88.3955953125018,85.3191910581326
14.018844221105528,166.56972347113532,106.81351466281878,88.47152929138112,85.32773572087541
14.119346733668342,167.5197430719001,107.16421819163946,88.54839321300125,85.33643619881389
14.219849246231156,168.47128003028453,107.51674788774694,88.62618585395526,85.34529380305757
14.32035175879397,169.4243061527106,107.87108063781504,88.70490588784321,85.35430983720329
14.420854271356784,170.37879391560858,108.2271936213422,88.78455188764931,85.36348559703437
14.521356783919598,171.33471644641745,108.58506430908258,88.86512232811553,85.37282237023764
14.621859296482413,172.2920475051972,108.94467046134194,88.94661558810922,85.38232143613612
14.722361809045227,173.2507614668322,109.30599012614798,89.02902995298192,85.39198406543724
14.82286432160804,174.21083330380398,109.66900163730435,89.11236361691739,85.4018115199944
14.923366834170855,175.1722385695143,110.03368361233743,89.19661468526661,85.4118050525821
15.023869346733669,176.13495338213883,110.4000149503437,89.28178117686777,85.42196590668273
15.124371859296483,177.09895440899334,110.76797482974642,89.36786102634937,85.43229531628508
15.224874371859297,178.06421885139406,111.13754270596857,89.45485208641506,85.44279450569333
15.325376884422111,179.0307244299957,111.50869830902931,89.5427521301082,85.45346468934608
15.425879396984925,179.99844937058987,111.8814216410715,89.63155885305532,85.46430707164477
15.52638190954774,180.96737239034852,112.25569297382569,89.72126987568684,85.47532284679104
15.626884422110553,181.937472684497,112.63149284601751,89.81188274543378,85.48651319863242
15.727386934673367,182.90872991340134,113.00880206072405,89.90339493889982,85.49787930051608
15.827889447236181,183.88112419005634,113.38760168268445,89.99580386400739,85.5094223151498
15.928391959798995,184.85463606796029,113.76787303557057,90.08910686211705,85.52114339447056
16.02889447236181,185.82924652936293,114.14959769922189,90.18330121011935,85.53304367951948
16.12939698492462,186.80493697387442,114.53275750684962,90.27838412249852,85.5451243003236
16.229899497487438,187.7816892074224,114.91733454221476,90.37435275336723,85.55738637578358
16.33040201005025,188.75948543154598,115.30331113678348,90.47120419847208,85.5698310135677
16.430904522613066,189.7383082330147,115.69066986686444,90.56893549716922,85.5824593100111
16.531407035175878,190.71814057376162,116.07939355073101,90.66754363436948,85.59527235002088
16.631909547738694,191.69896578112048,116.46946524573268,90.76702554245311,85.60827120698617
16.732412060301506,192.68076753835555,116.86086824539791,90.8673781031534,85.62145694269356
16.832914572864322,193.66352987547577,117.25358607653246,90.96859814940908,85.63483060724703
16.933417085427134,194.6472371603224,117.647602496315,91.0706824671854,85.64839323899301
17.03391959798995,195.63187408992218,118.04290148939377,91.17362779726363,85.66214586444967
17.134422110552762,196.61742568209598,118.43946726498568,91.27743083699872,85.67608949824076
17.234924623115578,197.60387726731594,118.83728425398121,91.38208824204544,85.6902251430338
17.33542713567839,198.59121448080123,119.23633710605631,91.48759662805251,85.7045537894823
17.435929648241206,199.57942325484618,119.6366106867943,91.59395257232526,85.71907641617202
17.53643216080402,200.56848981137173,120.0380900748187,91.70115261545608,85.73379398957124
17.636934673366834,201.55840065469417,120.44076055893969,91.8091932629237,85.74870746398483
17.737437185929647,202.54914256450266,120.84460763531479,91.91807098666051,85.76381778151186
17.837939698492463,203.54070258904062,121.24961700462644,92.02778222658864,85.77912587200709
17.938442211055275,204.53306803848213,121.65577456927682,92.13832339212466,85.79463265304588
18.03894472361809,205.52622647849887,122.06306643060181,92.2496908636532,85.81033902989238
18.139447236180903,206.5201657240107,122.47147888610513,92.36188099396956,85.82624589547135
18.23994974874372,207.5148738331139,122.88099842671376,92.47489010969171,85.84235413034305
18.34045226130653,208.5103391011813,123.29161173405545,92.58871451264179,85.85866460268154
18.440954773869347,209.50655005512985,123.70330567775976,92.70335048119735,85.87517816825577
18.54145728643216,210.50349544784837,124.11606731278263,92.81879427161263,85.89189567041414
18.641959798994975,211.50116425278236,124.52988387675617,92.93504211931037,85.90881794007173
18.742462311557787,212.4995456586697,124.94474278736358,93.05209024014398,85.92594579570066
18.842964824120603,213.49862906442294,125.36063163974029,93.16993483163084,85.94328004332314
18.943467336683415,214.49840407415317,125.77753820390167,93.28857207415686,85.96082147650746
19.04396984924623,215.498860492332,126.19545042219792,93.40799813215256,85.97857087636666
19.144472361809044,216.4999883190857,126.61435640679638,93.52820915524126,85.99652901155984
19.24497487437186,217.50177774561942,127.03424443719176,93.64920127935945,86.01469663829621
19.34547738693467,218.5042191497654,127.45510295774483,93.77097062784988,86.03307450034147
19.445979899497488,219.50730309165314,127.87692057524941,93.89351331252765,86.051663329027
19.5464824120603,220.51102030949633,128.29968605652817,94.01682543471972,86.0704638432613
19.646984924623116,221.51536171549404,128.72338832605757,94.14090308627833,86.08947674954383
19.747487437185928,222.52031839184187,129.1480164636215,94.26574235056833,86.10870274198138
19.847989949748744,223.52588158685037,129.57355970199475,94.39133930342935,86.12814250230639
19.948492462311556,224.53204271116678,130.00000742465525,94.51769001411263,86.14779669989798
20.048994974874372,225.53879333409776,130.42734916352597,94.64479054619356,86.16766599180478
20.149497487437184,226.54612518002912,130.8555745967461,94.77263695845961,86.18775102277002
20.25,227.55403012494077,131.28467354647177,94.90122530577447,86.20805242525884
