tau_mid,Energy_T_N2,Energy_H_N2,Energy_T_N4,Energy_H_N4,Energy_T_N8,Energy_H_N8,Energy_T_N0,Energy_H_N0
0.046875,14300.576940229628,14301.558882921143,14301.089389455337,14301.334883924987,14301.217515572578,14301.27888973985,14301.260225510836,14301.260225510836
0.078125,9318.46324187977,9320.240597692202,9319.481377403106,9319.925764904698,9319.735982844199,9319.84708275473,9319.820857688886,9319.820857688886
0.109375,7491.310328409541,7494.110882350063,7493.023165423801,7493.723463990821,7493.451606301183,7493.626690953469,7493.594440528046,7493.594440528046
0.140625,6598.569442975626,6602.647233235034,6601.184918467741,6602.204770111106,6601.839367072564,6602.094355260702,6602.057568192889,6602.057568192889
0.171875,6093.671361308632,6099.296775086695,6097.405477849679,6098.812693087909,6098.340237333177,6098.69209507583,6098.651933364454,6098.651933364454
0.203125,5780.327767375798,5787.7807351544725,5785.399802203057,5787.264679077163,5786.670137363864,5787.136458952959,5787.093789666484,5787.093789666484
0.234375,5572.583474846615,5582.149448371399,5579.213664288749,5581.608003038568,5580.875250824436,5581.474013780786,5581.42947308172,5581.42947308172
0.265625,5427.70885493618,5439.676383157894,5436.117195797036,5439.113712729686,5438.225848357135,5438.975268175143,5438.929318475595,5438.929318475595
0.296875,5322.474259149865,5337.133478567843,5332.879854729632,5336.551824386686,5335.491390691313,5336.409832650714,5336.362807923229,5336.362807923229
0.328125,5243.374336523935,5261.015999750308,5255.995016310189,5260.416047884804,5259.165187503269,5260.271112036964,5260.223252208147,5260.223252208147
0.359375,5182.133198744792,5203.048027710061,5197.185275134689,5202.4291697318295,5200.9697333282675,5202.281661595237,5202.233137982606,5202.233137982606
0.390625,5133.458714748558,5157.936953401496,5151.15680686431,5157.2974642974195,5155.611085472978,5157.147577309725,5157.098511068791,5157.098511068791
0.421875,5093.844756446779,5122.175847964796,5114.401645638747,5121.513001991879,5119.5811487725005,5121.360788330079,5121.311263655196,5121.311263655196
0.453125,5060.897656274494,5093.3699991770745,5084.524156111875,5092.680140638108,5090.484150595963,5092.525536804808,5092.475610275171,5092.475610275171
0.484375,5032.9404530734755,5069.841208195878,5059.8452857991215,5069.119790116696,5066.640894140233,5068.962634242653,5068.912341403426,5068.912341403426
0.515625,5008.771557817818,5050.386488744818,5039.161234037834,5049.628089246931,5046.8474274534965,5049.4681325089705,5049.417492480832,5049.417492480832
0.546875,4987.512804441154,5034.126140511714,5021.591504859156,5033.3244638310425,5030.223096072441,5033.161377748108,5033.1103964585345,5033.1103964585345
0.578125,4968.5110713731265,5020.405386380983,5006.480530530796,5019.553253626302,5016.112166229286,5019.3866344393,5019.335306871799,5019.335306871799
0.609375,4951.272997302003,5008.729099512213,4993.332389523159,5007.818432622495,5004.018542557256,5007.6478036710105,5007.596115445951,5007.596115445951
0.640625,4935.420695375418,4998.717526040443,4981.766523348982,4997.739327467614,4993.561484702164,4997.564140139532,4997.512068589684,4997.512068589684
0.671875,4920.661112200818,4990.075650748022,4971.487098564743,4989.019980578534,4984.444969152217,4988.839614246116,4988.787129179109,4988.787129179109
0.703125,4906.7644451716915,4982.571619865544,4962.261427431484,4981.427571593755,4976.436109826202,4981.241332872693,4981.188397064572,4981.188397064572
0.734375,4893.548690947355,4976.021294236408,4953.904520018492,4974.776970054961,4969.349710098584,4974.584091540469,4974.530661073746,4974.530661073746
0.765625,4880.868417687365,4970.2770257109505,4946.267860290944,4968.919511926225,4963.037038898561,4968.719150605481,4968.665175060276,4968.665175060276
0.796875,4868.606494380045,4965.219390283689,4939.2311394998105,4963.7347333143525,4957.377564074937,4963.525968694229,4963.471391264116,4963.471391264116
0.828125,4856.667921395274,4960.751022219243,4932.696090926998,4959.12420547361,4952.2727871858515,4958.906037545961,4958.850795073435,4958.850795073435
0.859375,4844.975174612831,4956.791961594061,4926.5818383102305,4955.0068834397935,4947.641592011321,4954.7782305648625,4954.722253518878,4954.722253518878
0.890625,4833.464653769275,4953.276105948968,4920.821348682279,4951.315559043509,4943.416697358247,4951.07525565527,4951.018468093593,4951.018468093593
0.921875,4822.08394581289,4950.148476875014,4915.358700149693,4947.994128836256,4939.541925020283,4947.740923204962,4947.68324267189,4947.68324267189
0.953125,4810.789696451044,4947.363094739726,4910.1469580675475,4944.995470394683,4935.970075925114,4944.728022250661,4944.669359687716,4944.669359687716
0.984375,4799.545940177282,4944.881311855166,4905.146509606857,4942.279777003077,4932.661264891038,4941.996655249177,4941.9369148511905,4941.9369148511905
1.015625,4788.322779201204,4942.67049451893,4900.323747384828,4939.81324138946,4929.581604250241,4939.5129217121885,4939.452000801684,4939.452000801684
1.046875,4777.095330341253,4940.702972994924,4895.650020947214,4937.567007305918,4926.702155486215,4937.247869853117,4937.185658726376,4937.185658726376
1.078125,4765.842879306292,4938.95519885873,4891.100795732811,4935.516328585907,4923.99808828556,4935.176655646593,4935.1130374125205,4935.1130374125205
1.109375,4754.548196930904,4937.407064276552,4886.654973955359,4933.639890115388,4921.448001505574,4933.2778638024365,4933.212714209687,4933.212714209687
1.140625,4743.196982647758,4936.041348496528,4882.2943426873535,4931.9192560025185,4919.033371381694,4931.532955978373,4931.466143249767,4931.466143249767
1.171875,4731.777408786584,4934.843265143582,4878.0031227522995,4930.338418554381,4916.738100515911,4929.925819772981,4929.857204429107,4929.857204429107
1.203125,4720.279745136853,4933.800089748337,4873.7675978608895,4928.883427495971,4914.548147139838,4928.4423979926105,4928.371832657838,4928.371832657838
1.234375,4708.696047971491,4932.900851708293,4869.575808151858,4927.542083593364,4912.451218741946,4927.070382281913,4926.99771151389,4926.99771151389
1.265625,4697.01990102604,4932.136078170144,4865.417295603547,4926.303684146589,4910.43651762628,4925.798958685463,4925.724018777255,4925.724018777255
1.296875,4685.246198655805,4931.497580053357,4861.282891623443,4925.158810661059,4908.494528606068,4924.618595343991,4924.541214131983,4924.541214131983
1.328125,4673.370963429334,4930.978272471516,4857.164538916899,4924.099150797535,4906.6168409844395,4923.5208644773065,4923.44086115784,4923.44086115784
1.359375,4661.391191836679,4930.572023219521,4853.055141528603,4923.117348495442,4904.795998745598,4922.498292577665,4922.415477508446,4922.415477508446
1.390625,4649.304723430425,4930.27352465641,4848.948438071879,4922.206877284616,4903.025373882381,4921.544233739236,4921.458408240462,4921.458408240462
1.421875,4637.110129063949,4930.078184627139,4844.838894101558,4921.361932740731,4901.2990588936955,4920.6527621573105,4920.563718331745,4920.563718331745
1.453125,4624.806615235051,4929.9820334415945,4840.721610400593,4920.577340854762,4899.611775260419,4919.818580606062,4919.726101122564,4919.726101122564
1.484375,4612.393941791728,4929.981644158904,4836.592244645115,4919.848479782906,4897.958795150043,4919.036942144744,4918.940800057957,4918.940800057957
1.515625,4599.872350898571,4930.074064076097,4832.446944085415,4919.171212611301,4896.335874299752,4918.303583002452,4918.2035415614955,4918.2035415614955
1.546875,4587.242505456554,4930.256755608986,4828.282287683105,4918.541829579129,4894.739194278372,4917.614664841843,4917.510477276286,4917.510477276286
1.578125,4574.505435494706,4930.5275450793715,4824.095236085122,4917.956998138239,4893.165312572848,4916.966724846996,4916.8581342007965,4916.8581342007965
1.609375,4561.662491491763,4930.884578377109,4819.883088357979,4917.413719775044,4891.611119492212,4916.356632629407,4916.243371534394,4916.243371534394
1.640625,4548.7153033358045,4931.326282181609,4815.64344431879,4916.909292428254,4890.073800616665,4915.781552678412,4915.663343197666,4915.663343197666
1.671875,4535.665744367288,4931.851330207599,4811.374171787873,4916.441277830352,4888.550804221537,4915.238911787194,4915.115465196781,4915.115465196781
1.703125,4522.515899656806,4932.458613614193,4807.073377972003,4916.007472980254,4887.039812728763,4914.726370505705,4914.597387156915,4914.597387156915
1.734375,4509.268037947826,4933.147215007421,4802.739384347573,4915.605885115369,4885.5387179008685,4914.24179833722,4914.106967375148,4914.106967375148
1.765625,4495.924586803652,4933.916385577577,4798.370704682078,4915.234709824454,4884.04559879005,4913.783251688339,4913.642250970937,4913.642250970937
1.796875,4482.488110466395,4934.765524871593,4793.966025617905,4914.892311721719,4882.558702650014,4913.348954783644,4913.201450641267,4913.201450641267
1.828125,4468.961290209554,4935.694162994578,4789.524189601187,4914.57720746818,4881.076427910011,4912.93728264141,4912.782929707784,4912.782929707784
1.859375,4455.346906721126,4936.701944761881,4785.044179704972,4914.288050685811,4879.59730920149,4912.546746102394,4912.385187149979,4912.385187149979
1.890625,4441.647824320942,4937.788615610331,4780.525106271263,4914.023618693668,4878.120004130062,4912.175978604237,4912.00684433803,4912.00684433803
1.921875,4427.866976887919,4938.954009155202,4775.966194931883,4913.782800620217,4876.643281439785,4911.823724347549,4911.6466332688,4911.6466332688
1.953125,4414.007355128881,4940.198036005718,4771.366776067298,4913.564586957594,4875.166010609362,4911.48882789479,4911.303386115469,4911.303386115469
1.984375,4400.071995167062,4941.5206738326015,4766.72627526382,4913.368060110563,4873.68715251144,4911.170224831833,4910.9760258994065,4910.9760258994065
2.015625,4386.063968223054,4942.921958451325,4762.044204884674,4913.19238606274,4872.205751101952,4910.866933459782,4910.6635581934825,4910.6635581934825
2.046875,4371.986371304374,4944.401975841989,4757.320156460162,4913.0368068603475,4870.7209259555675,4910.578047332714,4910.3650636659,4910.3650636659
2.078125,4357.842318887357,4945.960855102556,4752.55379393138,4912.900633952231,4869.23186564073,4910.302728635551,4910.079691443592,4910.079691443592
2.109375,4343.634935182519,4947.598761886174,4747.744847399648,4912.783242029812,4867.737821692135,4910.040202158758,4909.806653119158,4909.806653119158
2.140625,4329.367347379681,4949.315892781973,4742.893107726704,4912.684063725931,4866.238103265874,4909.789749956336,4909.54521738505,4909.54521738505
2.171875,4315.042679361068,4951.1124700710225,4737.998421453871,4912.602584625468,4864.732072324958,4909.5507065343,4909.294705194421,4909.294705194421
2.203125,4300.664046073332,4952.988737082731,4733.060686334968,4912.538338894296,4863.219139175955,4909.322454389138,4909.054485401139,4909.054485401139
2.234375,4286.234548439737,4954.944954026317,4728.0798472161405,4912.490905252414,4861.698758616112,4909.104420158499,4908.8239708156325,4908.8239708156325
2.265625,4271.7572687203065,4956.981394199771,4723.055892318487,4912.459903350584,4860.170426333789,4908.8960710241445,4908.602614634205,4908.602614634205
2.296875,4257.23526635021,4959.098340619021,4717.988849867601,4912.444990494105,4858.633675658144,4908.696911464273,4908.389907214791,4908.389907214791
2.328125,4242.671574152075,4961.296082954492,4712.878785016481,4912.445858659499,4857.088074596599,4908.506480293525,4908.18537314143,4908.18537314143
2.359375,4228.069194911048,4963.574914768585,4707.725796983112,4912.462231723201,4855.533223269973,4908.324348102021,4907.988568550907,4907.988568550907
2.390625,4213.431098350789,4965.93513110602,4702.5300165298395,4912.493863035857,4853.968751332257,4908.150114676419,4907.799078723416,4907.799078723416
2.421875,4198.760218303651,4968.377026201182,4697.291603580583,4912.540533130799,4852.394315863494,4907.983406896771,4907.61651585158,4907.61651585158
2.453125,4184.059450282715,4970.900891551778,4692.0107450573705,4912.6020476523545,4850.809599342756,4907.823876712349,4907.440517039038,4907.440517039038
2.484375,4169.331649234984,4973.50701410551,4686.687652879395,4912.678235445548,4849.214307712857,4907.671199208223,4907.27074244339,4907.27074244339
