tau,N_32,N_200
5.30050505050505,1295.9196786876726,1297.003171252043
5.401515151515151,1295.7977264132826,1296.9228317189688
5.502525252525253,1295.679562396049,1296.847061986393
5.603535353535354,1295.5648625761594,1296.7755377678839
5.704545454545454,1295.4533315495382,1296.7079634288891
5.805555555555555,1295.344699564885,1296.6440689836395
5.906565656565657,1295.2387198763272,1296.5836074476656
6.007575757575758,1295.1351664045062,1296.526352498737
6.108585858585859,1295.0338316659083,1296.4720964060398
6.209595959595959,1294.9345249361268,1296.4206481932854
6.3106060606060606,1294.8370706176695,1296.3718320063654
6.411616161616162,1294.7413067870764,1296.3254856603166
6.512626262626263,1294.6470838995933,1296.2814593438532
6.613636363636363,1294.554263632626,1296.239614462682
6.7146464646464645,1294.4627178516853,1296.1998226053197
6.815656565656566,1294.3723276846765,1296.161964617268
6.916666666666667,1294.282982692196,1296.1259297712063
7.017676767676767,1294.194580123052,1296.091615022424
7.1186868686868685,1294.1070242455578,1296.0589243400389
7.21969696969697,1294.0202257462834,1296.0277681056887
7.320707070707071,1293.9341011889455,1295.9980625723788
7.421717171717171,1293.8485725269686,1295.9697293770125
7.5227272727272725,1293.7635666639821,1295.9426951008745
7.623737373737374,1293.6790150571826,1295.9168908729935
7.724747474747475,1293.5948533590383,1295.892252011856
7.825757575757575,1293.5110210933162,1295.8687177014651
7.9267676767676765,1293.4274613618531,1295.8462306981414
8.027777777777777,1293.3441205788681,1295.8247370648878
8.128787878787879,1293.2609482299633,1295.8041859304426
8.22979797979798,1293.1778966532577,1295.7845292704778
8.330808080808081,1293.0949208403717,1295.7657217086528
8.431818181818182,1293.0119782552172,1295.7477203354824
8.532828282828282,1292.9290286687715,1295.7304845431881
8.633838383838384,1292.846034008191,1295.7139758748942
8.734848484848484,1292.762958218808,1295.6981578867117
8.835858585858587,1292.6797671376994,1295.6829960213884
8.936868686868687,1292.5964283776557,1295.6684574923693
9.037878787878787,1292.5129112205047,1295.6545111772027
9.13888888888889,1292.4291865188586,1295.6411275193702
9.23989898989899,1292.345226605442,1295.6282784377015
9.340909090909092,1292.261005209262,1295.6159372426198
9.441919191919192,1292.1764973779539,1295.604078558568
9.542929292929292,1292.091679405704,1295.592678252005
9.643939393939394,1292.0065287662287,1295.5817133644548
9.744949494949495,1291.921024050329,1295.5711620501286
9.845959595959595,1291.8351449076072,1295.5610035177062
9.946969696969697,1291.7488719919663,1295.5512179758932
10.047979797979798,1291.6621869105572,1295.5417865824259
10.1489898989899,1291.5750721758798,1295.5326913962222
10.25,1291.4875111607655,1295.5239153324144
10.3510101010101,1291.3994880560094,1295.5154421200255
10.452020202020202,1291.310987830435,1295.5072562620744
10.553030303030303,1291.2219961932046,1295.4993429979236
10.654040404040405,1291.1324995582029,1295.491688267698
10.755050505050505,1291.0424850103425,1295.4842786786196
10.856060606060606,1290.9519402736528,1295.477101473126
10.957070707070708,1290.8608536810307,1295.470144498646
11.058080808080808,1290.7692141455382,1295.4633961789193
11.159090909090908,1290.6770111331514,1295.4568454867645
11.26010101010101,1290.5842346368615,1295.4504819181998
11.36111111111111,1290.490875152055,1295.4442954678382
11.462121212121213,1290.3969236530866,1295.438276605473
11.563131313131313,1290.3023715709858,1295.4324162537969
11.664141414141413,1290.2072107722224,1295.4267057671789
11.765151515151516,1290.1114335384868,1295.42113691145
11.866161616161616,1290.0150325474142,1295.4157018446401
11.967171717171718,1289.9180008542196,1295.410393098614
12.068181818181818,1289.8203318741841,1295.405203561566
12.169191919191919,1289.7220193659598,1295.400126461327
12.27020202020202,1289.6230574156416,1295.3951553494435
12.371212121212121,1289.5234404215817,1295.3902840859898
12.472222222222221,1289.4231630799013,1295.3855068250846
12.573232323232324,1289.3222203706694,1295.380818001072
12.674242424242424,1289.2206075447184,1295.376212315336
12.775252525252526,1289.1183201110675,1295.3716847237265
12.876262626262626,1289.0153538249228,1295.3672304245592
12.977272727272727,1288.9117046762308,1295.3628448471695
13.078282828282829,1288.8073688787586,1295.3585236409929
13.179292929292929,1288.702342859678,1295.3542626651479
13.28030303030303,1288.5966232496287,1295.3500579785007
13.381313131313131,1288.4902068732401,1295.3459058301873
13.482323232323232,1288.383090740095,1295.3418026505744
13.583333333333332,1288.2752720361063,1295.3377450426392
13.684343434343434,1288.1667481152977,1295.333729773748
13.785353535353535,1288.057516491964,1295.3297537678177
13.886363636363637,1287.9475748331968,1295.3258140978423
13.987373737373737,1287.8369209517584,1295.3219079787652
14.088383838383837,1287.725552799288,1295.3180327606883
14.18939393939394,1287.613468459825,1295.314185922396
14.29040404040404,1287.500666143637,1295.3103650651824
14.39141414141414,1287.3871441813355,1295.30656790697
14.492424242424242,1287.2729010182682,1295.3027922767042
14.593434343434343,1287.1579352091776,1295.2990361090108
14.694444444444445,1287.0422454131078,1295.2952974391076
14.795454545454545,1286.9258303885529,1295.291574397954
14.896464646464645,1286.8086889888364,1295.2878652076333
14.997474747474747,1286.6908201577062,1295.2841681769496
15.098484848484848,1286.5722229251407,1295.280481697239
15.19949494949495,1286.4528964033545,1295.2768042383746
