tau,Energy
0.25,19.657987602559654
0.5,12.211463065535138
0.75,10.043227145081538
1.0,9.133448826875298
1.25,8.684215935094672
1.5,8.438755438425797
1.75,8.294347483537688
2.0,8.204355561199833
2.25,8.145648497581378
