tau,N_2,N_4,N_6,N_8,N_10,N_16
0.25,36.2559363425468,36.25580993121083,36.25580316124822,36.25580202183278,36.255801710439655,36.255801527361015
0.35050251256281406,26.071442165060976,26.07109204498286,26.071073275047375,26.07107011534368,26.07106925175762,26.07106874400292
0.4510050251256281,20.503729922189063,20.502978395085492,20.502938050782056,20.5029312574553,20.502929400571144,20.502928308730382
0.5515075376884422,17.03419301327357,17.032804717368652,17.03273006299375,17.032717488200856,17.032714050589686,17.032712029135862
0.6520100502512562,14.69481775561643,14.692493862936082,14.692368645177309,14.692347545055556,14.692341775997765,14.69233838325541
0.7525125628140703,13.032915197089645,13.029286206576112,13.02909020916511,13.029057166843938,13.029048131082494,13.029042816662036
0.8530150753768844,11.80783853421876,11.802455991348957,11.802164516052908,11.802115351685899,11.802101904572693,11.802093994662672
0.9535175879396985,10.879551265556254,10.871878817784877,10.871462111162042,10.871391782146047,10.871372542035969,10.8713612230517
1.0540201005025125,10.160944527102309,10.150348734948379,10.149771380911561,10.149673875560088,10.14964719433448,10.149631495437404
1.1545226130653266,9.595028896765688,9.580770178868109,9.579990475133403,9.57985870274239,9.579822635253565,9.5798014102026
1.2550251256281406,9.143044253767217,9.124268272116876,9.123237605152974,9.123063284819963,9.123015557891243,9.122987466595157
1.3555276381909547,8.777818728008384,8.753548436407414,8.752210665528397,8.751984215425452,8.751922196861104,8.751885686895218
1.4560301507537687,8.47984350615658,8.448972005097982,8.447262862572238,8.446973290746573,8.446893958635592,8.446847246886106
1.556532663316583,8.234841229829145,8.196125502910474,8.19397201380373,8.19360681105679,8.193506723511879,8.193447778027474
1.657035175879397,8.03219944525238,7.98425499951392,7.981574922612878,7.981119957615945,7.980995222982304,7.980921745049967
1.7575376884422111,7.8639278269602935,7.805224222332534,7.8019255119068225,7.801364928449029,7.801211175946067,7.801120582366161
1.8580402010050252,7.723944905087104,7.65280213459507,7.648782421850815,7.648098537967368,7.6479108886861695,7.647800294198064
1.9585427135678393,7.607579013733762,7.5221646834622895,7.517310776179579,7.516483984850421,7.516257023014122,7.516123222814495
2.059045226130653,7.5112124888786145,7.409539741985819,7.403727140864888,7.4027358119825655,7.402463556379108,7.402303008676291
2.159547738693467,7.4320239814076725,7.311950110956197,7.305042541486655,7.303862924843917,7.303538800354809,7.3033476089108476
2.2600502512562812,7.3677993504272,7.227025049214536,7.218874008313518,7.217480137437355,7.2170969466068895,7.216870843231199
2.3605527638190953,7.316791321717793,7.15286052188997,7.143304839038837,7.141668435783481,7.141218330396402,7.140952657368664
2.4610552763819094,7.277614326407418,7.087914586216037,7.076779999296212,7.0748703791921566,7.07434483185104,7.074034524264716
2.5615577889447234,7.2491650311233915,7.0309284299769885,7.018027176419499,7.015811154851737,7.015200930566406,7.014840498596624
2.6620603015075375,7.230561825491195,6.980866331079498,6.96599675527425,6.963438554626146,6.962733682445103,6.9623171935550685
2.762562814070352,7.221098422537864,6.9368696951839715,6.9198158733319595,6.91687703127959,6.916066776007078,6.915587837115374
2.863065326633166,7.220208046695943,6.898221646333709,6.878753030067418,6.875392309242429,6.874465143294409,6.873916882931218
2.96356783919598,7.227435618984825,6.864319579511624,6.842190659662287,6.838363958920312,6.837307534378407,6.836682584862307
3.064070351758794,7.242416020171111,6.834653754697124,6.809603746563683,6.80526401410185,6.804065135026749,6.803355614695285
3.1645728643216082,7.264857000002906,6.808790499026464,6.780543050413816,6.775640198976935,6.774284794042396,6.773482289569617
3.2650753768844223,7.294525657701686,6.786358940779916,6.754621863937909,6.749102688340886,6.74757578384695,6.746671332679746
3.3655778894472363,7.331237682629884,6.767040462929958,6.73150549135382,6.725313588529894,6.723599281849733,6.722583354792598
3.4660804020100504,7.374848740116233,6.75056026050852,6.710902831368718,6.703978523131196,6.7020599566408485,6.700922440615797
3.5665829145728645,7.4252475339739625,6.73668053318336,6.692559595949248,6.684839854630358,6.682699190164782,6.68142937116991
3.6670854271356785,7.482350187294305,6.725194955118141,6.676252806734227,6.667671183839779,6.6652895777126115,6.663876123999475
3.7675879396984926,7.54609566605763,6.715924147792678,6.661786294565755,6.652272852559762,6.649630431178214,6.6480613766648196
3.8680904522613067,7.616442032861641,6.708711944821607,6.648986990986613,6.638468238296423,6.635544074397075,6.633806802330169
3.9685929648241207,7.69336336569429,6.703422285973289,6.6377018487288995,6.626100678039599,6.622872767565565,6.620953994442963
4.069095477386934,7.776847212940883,6.699936614298213,6.62779526494217,6.615030894828994,6.61147613446422,6.609361894225303
4.169597989949748,7.8668924835148015,6.698151678320727,6.6191469089706585,6.6051348289003275,6.601228994272588,6.598904622762825
4.2701005025125625,7.963507692238183,6.697977662725428,6.61164987798372,6.59630179669993,6.592019521260463,6.589469640973831
4.3706030150753765,8.066709496947396,6.699336587457651,6.605209120268533,6.588432917563126,6.583747672147768,6.5809561772492975
4.471105527638191,8.176521476442462,6.702160927848314,6.599740078700838,6.581439760560459,6.576323833634595,6.573273875263933
4.571608040201005,8.292973108231271,6.706392418169214,6.595167516720278,6.575243173828377,6.569667652415867,6.56634162427165
4.672110552763819,8.416098912710382,6.711981008609983,6.591424496735929,6.569772266301535,6.563707017596144,6.560086541800138
4.772613065326633,8.545937736481193,6.7188839515624545,6.588451486794674,6.564963517672378,6.558377171328854,6.554443084568202
4.873115577889447,8.682532152305724,6.727064997697237,6.586195575955687,6.56075999701542,6.553619928116374,6.549352268061825
4.973618090452261,8.825927957048803,6.73649368592196,6.584609782429178,6.557110674129598,6.549382986823554,6.544760978821247
5.074120603015075,8.976173752051443,6.747144714150186,6.583652441386407,6.553969810501731,6.545619322307176,6.540621366341415
5.174623115577889,9.13332059289881,6.758997380059354,6.583286661605539,6.5512964190524405,6.542286645822331,6.53689030374667
5.275125628140704,9.297421697610764,6.772035082808721,6.583479841917964,6.549053783626474,6.539346925167431,6.533528908201447
5.375628140703518,9.468532203988714,6.786244878126458,6.584203239864348,6.547209030634578,6.536765956974863,6.530502113464045
5.476130653266332,9.646708968272556,6.801617080336712,6.5854315861373305,6.545732746421976,6.534512984722321,6.527778288158644
5.576633165829146,9.832010398451326,6.818144905842867,6.587142739338178,6.544598634889304,6.532560356990693,6.525328894291624
5.67713567839196,10.024496316574314,6.83582415335818,6.589317376354433,6.5437832106717995,6.530883221274342,6.523128181318171
5.777638190954774,10.224227845259271,6.854652916815316,6.591938714309881,6.543265523826943,6.529459249294109,6.5211529117097715
5.878140703517588,10.431267314317418,6.874631327419252,6.594992260574726,6.543026912517569,6.528268390300133,6.5193821145098285
5.978643216080402,10.64567818403203,6.895761321755065,6.5984655877740765,6.543050780627683,6.52729264930185,6.517796863815036
6.0791457286432165,10.867524982155395,6.918046433239756,6.602348131113242,6.543322397628723,6.5265158875430105,6.516380079500541
6.1796482412060305,11.096873252141386,6.9414916045285775,6.606631005661996,6.543828718337758,6.525923642863315,6.51511634783068
6.280150753768845,11.33378951051883,6.966103018761434,6.611306841517232,6.544558220486374,6.52550296786547,6.513991759874326
6.380653266331659,11.578341211643655,6.991887947772038,6.616369635002217,6.545500758257823,6.525242284045329,6.512993765882654
6.481155778894473,11.830596718353178,7.018854615587928,6.621814614267593,6.546647430157002,6.525131250249711,6.512111043994107
6.581658291457287,12.090625277290188,7.0470120757283885,6.627638117839454,6.547990459757997,6.525160644006637,6.511333381811448
6.682160804020101,12.358496997873525,7.076370100963992,6.633837484817417,6.54952308803155,6.525322254430332,6.510651569553378
6.782663316582915,12.634282834070202,7.106939084339099,6.640410955564005,6.551239476093244,6.525608785541757,6.510057303621609
6.883165829145729,12.918054568276,7.138729950380214,6.647357581848725,6.553134617335237,6.526013768967442,6.5095430995462475
6.983668341708543,13.209884796740484,7.171754075520566,6.654677145518049,6.555204258012306,6.526531485087262,6.509102213380234
7.084170854271357,13.509846916081434,7.206023216866878,6.66237008485822,6.557444825448624,6.527156891797518,6.508728570709251
7.184673366834171,13.818015110525812,7.241549448519383,6.670437427902852,6.559853363116834,6.527885560140708,6.508416702528548
